community,country,text,labels
refugee,gh,Syrian refugees upkeep at no cost to taxpayer,0
vulnerable,au,""""""" As we all know , youth are vulnerable particularly around the radicalisation and we have a lot of things in place to try to deal with it but it is still of absolutely concern that we are still continuing to see it happen . """"""",0
women,gh,""""""" Men are part of the reasons why women are practicing prostitution . One of the oldest professions you can ever have in the world that God created is prostitution , the second is cheating but because you can only cheat when you are married , we ca n't allow people to think that they are all cheating . If men will patronize prostitutes and we want to blame men , it 's because there are too many lazy men in this country ...... """"""",0
women,my,"Despite being pint-sized , the two women who served at the Seremban Fire and Rescue Station proved that they are no mere mortals !",0
in-need,my,"You have , for example , MCA President and Transport Minister Liow Tiong Lai who has no power to help those in need of land transport because ministers in the Prime Minister 's Department has taken away the ministry 's responsibilities .",0
migrant,ng,The governor added that the activities of the various bands would be solely focused on the interpretation of the theme as a way of sensitising intending migrants .,0
homeless,za,The team will then pack the items into Christmas boxes and hand them to homeless and less fortunate people around Krugersdorp .,1
poor-families,za,""""""" The chilly winter conditions will force many poor families to resort to dirty energy like coal , leaving them vulnerable to health hazards , """" he said .""",0
vulnerable,au,"Critics say the government had delivered tax cuts for big business and the wealth , while cutting spending to Australia 's most vulnerable .",0
refugee,ph,"""Soler , who has been doing extensive research on the refugees , said that when the """" White Russians were planning to flee Shanghai , no country would help them so they sought the assistance of the IRO . Out of nowhere , ( then Philippine President ) Elpidio Quirino says , ' We 'll take them , ' """" he said .""",0
poor-families,pk,"Last week , in the city of Rahimyar Khan , several poor families , including children as young as two , were arrested even though they held Proof of Registration cards that allow them to reside legally in Pakistan .",0
disabled,ie,"""On each of the aids there is a note saying something to the effect of """" back in 5 minutes , gone to get a coffee """" in an attempt to let road users feel the frustration felt by disabled people when trying to park in town .""",0
hopeless,au,"Thankfully , Movida 's lunch offerings -- smoked mackerel with tomato sorbet ; chicken escabeche ? on crispy croutons , fat field mushrooms in sherry vinegar and pan-fried whiting fillets -- are more tempting that those of the Prince of Prussia , Jack Irish 's stomping ground in a nostalgic recreation of Fitzroy , where the old-timers still reminisce about the glory days of the Fitzroy Football Club and the ambitious but clueless publican ( played by Damien Garvey ) is still trying -- but hopelessly failing -- to cash in on food fashions by fusing tapas and yum cha .",0
migrant,au,"US President Donald Trump 's top homeland security official has signed two orders that could expand the number of undocumented immigrants who could be stopped and deported , according to documents seen by Reuters and first reported by McClatchy news .",0
immigrant,jm,"( If you applied for an immigrant visa , you followed a slightly different system to arrange document delivery . At your interview you received a white sheet of paper with instructions on how to register for document delivery . The paper directed you to this weblink : http : **30;82;TOOLONG . )",0
poor-families,us,""""""" I hope that they get justice for these poor families that got attacked here , """" Newman said .""",0
poor-families,hk,"The Hong Kong People Service Center came up with the alarming findings in its survey of 216 children and teenagers , aged between six and 17 , from poor families .",0
refugee,tz,"The statement said that the number of refugees who entered the country up to May 3 , this year was 1852 .",0
women,bd,"The Kalpana Chakma case demonstrates how subjugating a people is achieved by attacks on women and how those guilty of it are allowed to get away scot-free . This woman showed outstanding courage , a lion heart who spoke up for the violated until she , herself , was violently silenced.",1
disabled,pk,The judge remarked that the government had reserved a 2 per cent job quota for the disabled and they should be given their right . Hussain requested the court to issue directions to the PPSC to interview him for the job . The court sought replies from the respondents and directed the Higher Education Commission for a report on the equivalence certificate . <h> Reader Comments ( 3 ),0
homeless,gb,Danniella Westbrook is ' homeless ' and friends fear her nose is ' rotting off ' <h> ' ONE-MAN-SHOW ',0
immigrant,jm,"Trump , the master reality showman , creates conflict to get media coverage , while other candidates spend millions for advertisements and to gain exposure . Crowds of thousands turn out to Trump-fest , some lining up in wintry weather hours before to watch the TV reality star languish in his repetitious hate tirade targeted at his opponents , Muslims , the president , immigrants , and intended refugees . That could never be the route to the presidency .",0
women,ke,"I 've read through countless conversations on my WhatsApp groups about the supposedly terrible lyricism , about how Sauti Sol are not what they used to be , and of course , how there are only skinny and relatively ' light ' women in the video .",0
migrant,ke,"Thursday December 17 was the most chaotic day in the already turbulent history of the Channel Tunnel according to TLN . According to the transport organisation 7000 lorries passed through the tunnel on that day . The full capacity of 200 cars per hour did n't prevent a short traffic jam at the end of the morning , after which the swarm of migrants flocked to the sitting trucks like ants . This caused around one thousand migrants to attempt to get into trucks to England through coordinated efforts .",0
poor-families,ca,"For starters , Pringle questions who might get the baby boxes -- everyone or just low-income families . He says targeting poor families might reinforce stereotypes , especially because many low-income people are aboriginal .",0
poor-families,my,A total of 960 children from poor families in Kuala Lumpur and Putrajaya received cash packets and shopping coupons in conjunction with the ' Jom Shopping Raya 2017 ' programme organised by the Federal Territories Foundation today . --fotoBERNAMA,0
in-need,nz,"Last week RNZ revealed that , according to Aurora 's own data , in March 2017 there were one in six poles in the network in need of replacement within a year .",0
vulnerable,hk,"An Israeli cyber-security research firm and consultancy , CTS labs , has claimed that it uncovered flaws in Advanced Micro Devices ( AMD ) microprocessors that make them vulnerable to hacks . CTS executives told Reuters that they had ...",0
hopeless,us,"My experiences with home burglaries left me with a hopeless fear . As I grew older , I felt more vulnerable to attacks and less mentally capable of preventing them .",0
disabled,lk,"Embassy of Sri Lanka in Lebanon together with the Ministry of Law , Order , and Southern Development and the Department of Police Sri Lanka organized ' Chamathkaraye Sathkaraya ' Contemporary Sri Lankan art exhibition in Lebanon to facilitate young disabled artist Pradeep De Silva , a former sub-inspector who is determined to assist seven other police officers who had been permanently disabled in line of official duties .",0
poor-families,ca,"""Picariello , also known as """" Emperor Pic , """" was a hard-working businessman in the Crowsnest Pass , a town council member known for his assistance for poor families -- as well as for his rum-running enterprise during Prohibition years . Costanzo , who immigrated from Italy as a child , was married at age 15 to one of Picariello 's older friends .""",0
vulnerable,us,Japan 's generous assistance to vulnerable communities fully reflects its commitment to international peace and development .,0
vulnerable,ca,A task force looking into the body rub industry in Edmonton recommends the city limit clustering of body rub centres in vulnerable neighbourhoods .,0
hopeless,ke,"The quacks were criminally hopeless . People , how can a country host and win a world rugby championship and then proceed to host a highly successful football World Cup and many other big events , even produce a states man of world repute like Nelson Mandela , yet they ca n't get the simple matter of lopping off a boy 's foreskin right ?",0
women,jm,"Cameron noted that the branches at Fairview Shopping Centre in Bogue , Ocho Rios as well as the St James Street Montego Bay branch will be offering 20 per cent discounts on men 's , women 's and children 's clothing , house wear , shoes and furniture .",0
homeless,my,The agency said it had no jurisdiction to relocate the homeless people .,0
in-need,my,"""Rightly so the description of Food Aid as an """" NGO that rescues surplus food from the supply chain and distributes it to people in need """" .""",0
vulnerable,hk,"One of the main factors that makes an inspector vulnerable to corruption is a lack of procedures to handle integrity breaches . Inspectors need to be educated on how to identify bribery and other more subtle attempts at corruption . It should be standard practice to notify the customer , by way of the inspector directly or their supervisor , whenever factory management or staff have made any such attempt .",0
migrant,gh,"The Obama administration established the DACA program based on the premise that people brought to the United States as children should be treated as low priorities for deportation . About 700,000 unauthorized immigrants , the majority of them brought to the United States as children , had signed up . The program gives young immigrants , who are referred to as Dreamers after a proposal in Congress called the DREAM Act and must renew their DACA status every two years , the ability to work legally in the country .",0
in-need,sg,"Over the next three weeks , the truck will stop by said schools to recruit more volunteers - who will , in turn , reach out to households in need located in heartland neighbourhoods such as Bukit Panjang , Bedok North and MacPherson .",0
hopeless,pk,"""In a rebuttal to the PTI chief 's accusations , Talal Chaudhry said , """" Back-to-back defeats have left Imran Khan hopeless . """"""",0
disabled,ie,"So there I was : I 'd stepped across society 's great divide and not only was I now disabled , I was a disabled bride . I was invisible .",0
disabled,in,No policy to rescue disabled during emergency : Abha Khetarpal,0
migrant,tz,He called on wananchi to volunteer information that will enable the authority arrest all illegal immigrants and bring them to justice .,0
refugee,au,And he said the refugee convention was under threat in the Asia-Pacific from states that have either not ratified or do not observe their obligations .,0
hopeless,sg,"""Initially the development of the country , its scientific and industrial might , and crossed with the determination and courage of its rulers . Therefore , all similar to the """" storm and pressure """" from the Kremlin ended in may 2014 . And in 2015 """" wise """" successfully embroil Russia into an expensive and pointless war in Syria , where it is now can not extricate himself . The Kremlin has nothing to do with economic stagnation at home . Fundamentally hopeless situation no , technically anything is possible to allow . If not for one factor -- the """" elite """" of the Russian Federation .""",0
disabled,ng,Jedd Gyorko had three hits including a home run and drove in five runs to spoil the return of Johnny Cueto after two months on the disabled list . Matt Carpenter and Harrison Bader also went deep while Yadier Molina singled three times .,0
in-need,in,"People in need could collect a free meal coupon from any of the distribution centres and walk into any restaurant in the city -- a meal would be served , no questions asked , no explanations sought . Till date , this entirely volunteer-driven project has catered to more than 40,000 beneficiaries . <h> Like this story ? Or have something to share ? Write to us : **26;349;TOOLONG , or connect with us on Facebook and Twitter . NEW : Click here to get positive news on WhatsApp ! <h> Love reading positive news ? Help The Better India grow",0
immigrant,sg,""""""" There is no one who can tell immigrants they ca n't achieve a success that is rightfully theirs . Even if the goal is n't to get a degree , any other success for immigrants in this country is deserved and waiting for them to be grasped , """" says Jacqueline . """" All it takes is patience and the will to fight and move forward . No doubt in my mind any immigrant has that . """"""",1
disabled,za,"The upgrades , which will cost approximately R720-million , includes a new visitor reception and gate complex , new parking , new craft markets , and new recreational areas for day visitors . In line with iSimangaliso 's policy , all facilities will be disabled-friendly .",0
homeless,nz,"Tens of thousands in the impoverished Caribbean nation have also been left homeless by the monster storm , which is now ploughing northward over waters just off the US southeast where it has caused flooding and widespread power outages .",0
vulnerable,sg,""""""" The reporting of a suspected case of abuse , neglect or self-neglect of a vulnerable adult to the ministry - either directly or through social media - would thus not be flouting the law . """"""",0
homeless,my,""""""" After having the opportunity to watch a fundraising concert by Seed , our homeless community was picked up in a massive raid in KL . They were herded onto a lorry and driven out of the city . They were told to get off at Rawang and some at Karak highway , """" she said in the post .""",0
disabled,za,Your browser 's JavaScript is disabled / does not support JavaScript.This website requires JavaScript to work correctly.Please enable JavaScript / use a browser that supports JavaScript to enabled all this website 's features .,0
disabled,sg,"Chng and her team are targeting energy self-sufficiency next , aiming to be powered entirely by solar energy come 2020 . They are also working towards integrating other vulnerable groups into their training programme , such as the elderly and the disabled , and have plans to expand regionally as early as 2019 . <h> Thanks for reading to the end of this story !",0
vulnerable,ph,""""""" While we acknowledge that there are natural calamities that render the strongest of structure vulnerable , we should be building high quality , safe and calamity-proof structures that would save us from the cost of repairs , """" Suarez said .""",0
women,gh,"""Speaking at the National Muslim Women Conference in Tamale under the theme , """" The Empowered Muslim , a Significant Figure for National Development """" , Madam Salami mentioned that the conference was organized to help young ladies to uncover and successfully accomplish their dreams and be able to become responsible women in future .""",1
immigrant,au,"That said , the process of acculturation can create a number of challenges . Research suggests that immigrant parents can be misunderstood and criticised by schools , other parents , mental health services , and child support workers who are not familiar with different parenting beliefs and practices . This might include telling their children they should avoid friendships with the opposite sex , or to always put family needs above their own . These traditional values are often very different to the way things are done in their new country 's culture .",0
disabled,au,"The Shane Warne Foundation 's troubles notwithstanding , there would seem to be very few ex-Test cricketers with a decent number of baggy-green appearances who do n't have a trust or charity of one form or another . And the breadth and depth of causes now spanned by sport grow ever more impressive , from the Homeless World Cup backed by the Big Issue and the quadrennial Gay Games , to the enormous diversity of disabled sports participation and sport subsidies for newly arrived refugee communities .",0
immigrant,ph,""""""" But we categorically do n't accept any street patrols that have been set up solely against immigrants or asylum-seekers . It 's the duty of the police to keep law and order , """" he added .""",0
vulnerable,us,"""Many of the devices are vulnerable based on Siemens ' alerts and do not have the firmware updates required to mitigate the threat . The only good news , as security researcher Kevin Beaumont said in an exchange with Ars on Twitter , is that """" I 've seen no evidence of anybody trying to wipe them , etc. , yet . """"""",0
women,bd,"Along with Munni , there are 31 other transgender men and women working in Logos . When this correspondent talked to them , most of them had similar stories as that of Munni .",0
poor-families,za,"The government had invested heavily to assist students who come from poor families through the National Student Financial Aid Scheme or NSFAS , Qonde said , and the fund would be strengthened to progressively implement free higher education for the poor .",0
hopeless,lk,"EP has curtailed economic growth , not helped it . From 1960 to 1977 , our real annual GDP growth was on average was 6.5% . It reduced to 5.8% with EP from 1978 to 2001 . From 1978 to 1982 it was a hopeless 3.1% so war was not the reason . Based on 2000 GDP figures , Sri Lanka was classified a middle income country in 2001 . As a middle-income country , GDP growth rate was higher since 2002 but that can not be compared to before when the nation was a low-income country . If not for the EP , our GDP would be much larger .",0
poor-families,za,The welfare system has helped bolster support for the ANC and interrupting the payment of the grants -- the only form of income for many poor families -- could spark protests and would n't be politically palatable .,0
poor-families,ca,The tax was designed to expand preschool for children from poor families .,0
in-need,ca,"The government said in its Throne Speech this month that it would develop a 10-year plan to address transportation needs across the province , though it said it would take a year to identify areas in need .",0
vulnerable,nz,"Virtue was concerned the company was targeting vulnerable people , particularly those affected by the Dunedin flooding in June 2015 .",0
immigrant,jm,"KINGSTON , Jamaica -- Jamaican-born artist , Nari Ward is one of four artists to be awarded the prestigious Vilcek Prizes that are given by the Vilcek Foundation in New York to immigrants .",0
hopeless,gh,"The massive show of support across the country was a testament of the belief and confidence Ghanaians have in the party 's ability to rescue the country from the current state of hopelessness it has been plunged into as a result of eight years of incompetence and corruption by the NDC government , led by President John Dramani Mahama .",0
homeless,pk,"Jamaat-e-Islami ( JI ) chief , Senator Siraj-ul-Haq has called for the utilisation of the foreign assistance of Rs 910 million the rehabilitation of the earthquake affected people in the country as soon as possible . He has urged federal and provincial governments for guaranteeing support to homeless people in the chilly weather .",0
poor-families,ke,The area elders led by Joel Karumi urged Ruto to launch stima mashinani project to enable the poor families that can not meet the hefty electricity installation fee have access to light .,0
disabled,sg,"The mother of one respondent quoted in the study prevented her disabled child from doing anything , including washing the dishes . But beyond daily chores , some of the respondents also felt they were not allowed to make decisions even on health matters .",0
hopeless,pk,"Leaving all the other factors behind , hopelessness is one crucial reason why people decide to end their own life . If Facebook were to be proven such a great help , with around a billion of friends on everybody 's network , why would they be so hopeless ? So hopeless , that they end life ? Hilarious is one word for any logic that supports this claim .",0
hopeless,gh,"If this is so , then why then do Africans blame the western media when we are equally contributing to the negative image of the continent and crafting a future of hopelessness for the African youth ?",0
hopeless,ca,"She 's pale and looks at the bowl of yellow water that the University Hospital calls soup . She 's saving it for her husband , who 's off on a hopeless search for protein shakes in a country without many of the most basic foodstuffs .",0
homeless,nz,"Since July , Judea marae , Huria Marae - He Rourou Aroha had opened its doors to homeless Bay residents offering them kai , showers and laundry facilities .",0
disabled,sg,"""The disabled community had requested a device with three large buttons , each connected to police , fire/rescue and medical service , that enables them to speed dial in a hurry . """" But it was quite expensive for the Ministry of Internal Affairs , """" she notes .""",0
vulnerable,hk,Mak said he is worried the pitch will leave players vulnerable to injuries .,0
disabled,us,"Months after his surgeries -- after his tissue and scars had healed -- Andrew remained disabled by a deep , biting pain . I recall puzzling over his pain , how it had spread throughout his body and how previous clinical teams had prescribed progressively higher doses of opioids to tame it .",0
vulnerable,ph,"""The declaration would give the species , which an international conservation group has listed as """" vulnerable , """" better chances of survival , according to Environment Secretary Ramon Paje .""",0
poor-families,sg,"HSE : in the last 20 years , Russia has increased the number of poor families with many children",0
refugee,ie,""""""" Turkey is not a safe country for refugees and migrants , and any return process predicated on it being so will be flawed , illegal and immoral , """" added the rights advocacy group .""",0
in-need,hk,"""When we asked Eni how Bethune imparted this belief onto her , she replied : """" When Bethune offers aid to those in need , they do not ask to be compensated monetarily or through volunteer work . I was quite surprised , since I have never encountered people with this sort of mentality . """"""",0
women,ke,"Villages are so poor that no woman wants to marry men from there . In some of the poorest villages in China , men are left with no option but to buy brides from Vietnam , because there are no local women left , or the competition for the few girls still living there is so high that they could never pay the bride price demanded by their families .",0
homeless,gh,"When I compare the plight of the homeless people of Sodom and Gomorrah to the warm reception given to the refugees from Liberia and Cote d'Ivoire , it clearly reveals the greed and wickedness of the government . Due to the money that is paid by the United Nations to the government of Ghana , the refugees are given accommodation and food while the homeless Ghanaians are treated with disdain . This is discrimination pure and simple . Lord , have mercy !",0
disabled,ie,"Most , and I 'm stressing most , do have the power and capabilities to change their life , and try to lose weight , so they might no longer be termed obese . I 'll never by able to lose the ' title ' of being disabled , despite the fact that it does n't define me . Being obese can be an affliction , but , and a lot of people are n't going to like me for saying this , I think that it can be a self-inflicted one .",0
immigrant,sg,"The result has been a full display of Trump 's propensity for exaggeration and more . During an appearance at the CIA Saturday , he wrongly said the inaugural crowds gathered on the National Mall stretched to the Washington Monument , despite clear photo evidence to the contrary . And during a reception with lawmakers from both parties Monday night , he repeated his false assertion that millions of illegal immigrants provided Hillary Clinton 's margin in the popular vote .",0
homeless,hk,"In Hong Kong , homeless shelters are operated by various NGOs and charities . Some , like Christian Concern for the Homeless in Sham Shui Po , receive funding from the Social Welfare Department . Others , like the Street Sleepers ' Shelter Society in the same district , are responsible for their own finances .",0
migrant,bd,"The actual title of a Simpsons episode is Much Apu About Nothing . When an anti-immigrant law is put into effect , Apu risks being deported as an illegal alien , and Homer attempts to help him get fake papers .",0
women,gb,"A federal judge has overturned the conviction of a former New York City policeman accused of plotting to kidnap , kill and eat young women .",0
disabled,my,"Up to August , 78,221 people with disabilities benefited from the disabled workers allowance with a total allocation of RM240 million , she said .",0
hopeless,gb,"But in this one a pair of trends were bucked , with Liverpool keeping a rare clean sheet -- two for the season now -- and failing to score for only the third league game in this campaign . They really were hopelessly weak in front of goal , which was underlined by the numbers showing they had 65 per cent possession , 15 shots on goal and yet only managed to get two on target .",0
hopeless,nz,"""Every ambulance in Wellington had been mobilised for hours , picking up the injured blown off their feet . Some ambulances broke down in the storm . We were trucked into the city around noon , """" work """" proving hopeless .""",0
poor-families,us,"""-- TEFAP : The Emergency Food Assistance Program , it was once better known as the """" government cheese program """" because it distributed blocks of cheese and other food to poor families . Today , Maine gets federal money to buy food staples from the USDA and distribute them to families in need through food pantries and soup kitchens .""",1
refugee,us,"But we should not question the landmark nature of Trump 's speech , which also referenced the oppression of women and called on these Muslim nations to lead the way in repatriating Muslim refugees .",0
refugee,my,"While acting as an opposition party up until entering the government in December , the FPO drummed up populist support by focusing much of its ire on refugees , migrants and Muslims at large , said Sabine Schatz , a spokesperson for the centre-left Social Democratic Party of Austria ( SPO ) .",0
women,bd,""""""" The chamber has already provided training to over 35,000 women and is working to impart training to 9,000 more women in 120 upazilas across the country to make them self-dependent , """" she added .""",0
immigrant,nz,"Jiverly Antares Wong , 42 , a Vietnamese immigrant , killed 13 people and wounded four before committing suicide at the American Civic Association immigration centre in Binghampton , New York on April 3 , 2009 . He had fired 98 shots from two handguns in about a minute .",0
migrant,au,"Unemployment rate among new migrants in Australia doubles <h> Published : 01 February 2017 <h> One third of Middle Eastern and North African immigrants in Australia are unemployed , new figures show .",0
in-need,ph,"For Belingon , his next bout is not just a chance to score one of the biggest victories of his career , but also an opportunity to use the bright lights of ONE Championship to inspire his countrymen , especially those who are in need of hope .",0
homeless,lk,The evicted people were homeless and deprived of their traditional livelihood as farmers and fishers .,0
refugee,hk,"Another fatal attack happened in Europe as terrorists driving a van smashed into a crowd in Barcelona 's Las Ramblas boulevard , killing 13 people and injuring about 100 . The refugee and migration crisis among European ...",0
women,tz,' South African market there for Tanzanian businesswomen ',0
refugee,my,Jelajah Untukmu Rohingya coordinator says flotilla carrying relief to Rohingya may have to unload in Bangladesh and distribute it to refugee camps there .,0
immigrant,in,"( Bloomberg ) -- First Lady Melania Trump sought to help her husband recover from a self-made political disaster by visiting immigrant children in Texas on Thursday , but she managed to generate a new controversy with her choice of apparel .",1
hopeless,us,"Though the problem of retaining black teachers has been growing as frustrations mount , Griffin says the study is not an expression of hopelessness about the situation but rather an important outlet for teachers to air their feelings about their career .",0
migrant,us,CORNISH : Can you talk about what 's going on there and kind of where those migrants would fall on the spectrum ?,0
disabled,au,"The most significant impact has to do with corporate social responsibility ( CSR ) issues related to diversity , which previous research has shown includes everything from whether companies provide childcare and flexi-time , to their reluctance to lay off staff , and their penchant for sharing profit with employees . It also covers how women , minorities and/or the disabled are treated . We found that , in general , these groups tend to fare better at firms with CEOs who have daughters .",0
poor-families,za,""""""" Many children from poor families and working class households have struggled to gain entry into universities because their parents could not pay the fees . So if you come from a poor family you are condemned forever ? to remain an inferior person ? """" he said .""",1
refugee,ph,Scott Richards spent more than three weeks inside a Dubai police cell after posting a link on his Facebook page of an online campaign aiming to raise money for refugees in Afghanistan .,0
disabled,bd,And IBM and MIT announced a tie-up earlier this week to develop AI-based systems that could help clinicians improve the care of elderly and disabled patients .,0
vulnerable,lk,He noted that social media also has the potential to blur the lines between reality and the virtual world making it hard for the young people to separate real world interactions from those online since they are more vulnerable to deception .,0
migrant,gb,""""""" Our construction industry has an epidemic shortage of skilled labour , to the extent that we are reliant on skilled migrants to support it . Making it harder for EU citizens to work here is unhelpful .""",0
migrant,za,"While many Mozambicans fear they will face increased competition for scarce jobs , the new wave of migrants -- the largest since colonial times -- is also creating employment opportunities .",0
women,ph,"Rabaya said other organizations that supported the training for women and housewives are the Barangay Women 's Organization , the **25;97;TOOLONG organization , the senior citizens , barangay parent leaders , single parent organization and the Handmaids of the Lord .",0
homeless,lk,"If most good things begin in the home , so must the life-or-death battle relating to global warming . Across the world , creative and innovative architects have developed more affordable and eco-friendly ways of building houses . Sri Lanka 's Housing and Construction Minister Sajith Premadasa , continuing the good work his father started , has launched hundreds of projects , mainly in rural areas , to provide houses with deeds and small plots of land to homeless people . Social analysts see this as the first major step towards restoring the dignity of these poverty-stricken families , so that they could earn their living and rise from the second-class citizenship of living on the dole .",1
in-need,hk,"The office works with social media partners and with the government and non-profit sectors , including referring children in need of support to Kids Helpline , to resolve complaints .",0
in-need,in,"He said that when this policy was framed , the country was really in need of this policy .",0
migrant,au,"Sophia Amoruso , the founder of online retailer Nasty Gal and author of #GirlBoss , kicked off the trend when she tagged Trump in a post encouraging the First Daughter to advocate for a clean DREAM Act for immigrant youth .",0
immigrant,sg,"The Journey : Tumultuous Times is about how the offspring of early Chinese immigrants in Singapore weathered the difficult years between 1940 and 1960s , during which events including the Japanese Occupation took place .",0
women,in,"""NEW DELHI : The National Security Guard ( NSG ) , popularly known as """" the black cats """" , will soon deploy its women commandos for anti-terror operations along with male commandos , which never happened earlier . The black cats had earlier successfully killed the Lashkar-e-Toiba fidayeen attackers in 26/11 Mumbai attacks , an operation which was seen live by the whole world .""",0
homeless,jm,"IT 'S a busy Tuesday evening , and like Jesus issuing out fish and loaves to the multitude , Donette Prendergast gently hands out boxes of cooked meals , cups of soup and drinks to a large group of homeless people at the post office on King Street in downtown Kingston .",1
vulnerable,za,"Super luxury brands , such as Lamborghini , are seen as especially vulnerable to the crackdown on lavish spending as pricey sports cars have come to symbolise corruption in China .",0
refugee,in,"""Palestinian actors perform the play """" Animal Farm """" at the Freedom Theatre in Jenin refugee camp . Reuters""",0
vulnerable,gh,"Preaching the sermon , the Dean of the St. Peter 's Cathedral , Very Rev. Seth Amoako-Adu observed that , the distasteful scenes at the Osu Children 's Home , which were aired recently , could have been avoided , if the Ghanaian society had shown a little more care to the orphans and vulnerable children at the home .",1
in-need,in,"c . Providing a helping hand to those in need , and it being done through his Being Human foundation , which is translating into tremendous goodwill and enlarged fan following .",1
disabled,sg,"Virali also acknowledges that there is a lot of tokenism when it comes to marginalized communities , including women , disability , and even disabled women .",0
in-need,hk,"With the next general election just three months away , Najib is badly in need of huge foreign investments to boost his country 's economy so as to get back in favor with local voters and win another term .",0
refugee,gb,It 's in order to spread the message about the refugee situation in Europe .,0
immigrant,tz,"Malawi 's Foreign Affairs and International Cooperation Minister , Ephraim Mganda Chiume , has called the allegations an exaggeration of the on going crack down on undocumented immigrants .",0
migrant,ng,"Migrants , most of them from Eritrea , jump into the water from a crowded wooden boat as they are helped by members of an NGO during a rescue operation at the Mediterranean sea , about 13 miles north of Sabratha , Libya , Monday , Aug. 29 , 2016 . Thousands of migrants and refugees were rescued Monday morning from more than 20 boats by members of Proactiva Open Arms NGO before transferring them to the Italian cost guards and others NGO vessels operating at the zone . ( AP Photo/Emilio Morenatti ) <h> Bodies of Five Illegal Migrants Found in South-West Pakistan",0
immigrant,ng,"Some Nigerian immigrant who also doubled as a prophet would probably have declared that her mother-in-law was responsible for her son 's anti-social behavior . At the end of day , Anthony found refuge in boxing and it seems to have worked out for him .",0
women,sg,"""CONWAY , S.C . ( Reuters ) - U.S. President Donald Trump warned South Carolina on Wednesday """" water is coming your way """" in the aftermath of Hurricane Florence , as the death toll from the massive storm rose to at least 36 after two women were swept away in a sheriff 's van .""",0
refugee,us,"Some debris has been quite enormous . Early last year , for example , the wreck of a homemade boat washed up at Trawalua strand was covered in live goose barnacles . It was the skeleton of a Cuban refugee craft , stuffed with polystyrene foam and plastic water bottles . <h> Commercial fishing",0
hopeless,za,"""She said of her track : """" I have channelled my feelings of severe hopelessness and depression , I 've overcome obstacles , and I have found strength in myself even when it felt out of reach . I 've found what I had thought was an unobtainable place of peace . This song is about coming to feel empathy for someone else even if they hurt you or scare you . It 's a song about learning to be proud of the person you are even during low moments when you feel alone . It 's also about hoping everyone , even someone who hurt you can heal . """"""",0
hopeless,jm,"To me , ' solution ' in the short term is buying social peace , in short , staving off rioting , burning and looting . It is easy for those who live with multiple visas to suggest sophisticated , long-term solutions without a recognition of the seething hopelessness and newfound expectation of the new PNP Administration .",0
disabled,ng,"Puig finished with four hits to tie a career high . Colorado 's Nolan Arenado homered , and DJ LeMahieu also tied a career high with four hits in his return from the disabled list .",0
homeless,lk,"Hojjat Gharibian was one of hundreds of homeless Iranian survivors , who was huddled against the cold with his family in Qasr-e Shirin.",1
immigrant,ph,"Answer : Though the wording is slightly different , the following actions that are sufficient to trigger the application of the rule : * Engaging in unauthorized employment ; * Enrolling in a full course of academic study without authorization and/or the appropriate change of status ; * A nonimmigrant in a status prohibiting immigrant intent marrying a USC or LPR and taking up residence in the United States . * Undertaking any other activity for which a change of status or an adjustment of status would be required , without changing or adjusting status .",0
refugee,sg,But voters are another matter . Trump 's swift rise within the Republican Party was at least partly due to the strident tone he has taken toward immigrants and refugees .,0
disabled,us,"If Beltran 's hamstring worsens and he is forced to the disabled list , it could create some intriguing possibilities for the Yankees . Aaron Judge , the team 's 6-foot-7 , 300-pound top outfield prospect , has been ripping the cover off the ball at Triple-A lately . Yankees GM Brian Cashman sounded hesitant to call up Judge when asked about it Monday , but Judge hit another homer later in the night to give him seven in his past nine games .",0
migrant,pk,"Britain 's embassy in Budapest raised concerns about the leaflet with the Hungarian government , whose head , Viktor Orban , says the EU should round up and deport all illegal immigrants .",0
hopeless,au,"Much of the debate over gun regulation founders on this basic truth : the proposals that have mainstream support are unlikely to achieve dramatic results , and more ambitious proposals are both practically and politically hopeless .",0
hopeless,gb,"But just as Dons looked hopeless in their attempts to get back on level terms , the equaliser came with eight minutes to go . With the box packed with bodies , Reeves ' shot came back up off defender Creswell allowing Maynard to get the last touch to lift it past Smith and force the game to a replay back at stadium:mk .",0
in-need,lk,"China and Sri Lanka are friends in need . The Chinese people will not forget the precious support that the Sri Lankan Government and people gave the Chinese people when disasters like the Wenchuan Earthquake hit China . Likewise , whenever Sri Lanka is faced with natural disasters , the Chinese Government and people empathise with their Sri Lankan friends and always provide assistance to the Government and people within our capacity . The Chinese people , with the unique character traits of sincerity , amity , pragmatism and efficiency , will work together with the Sri Lankan people to build a more richly endowed , more prosperous , more modern and more industrialised Sri Lanka .",0
vulnerable,gh,"According to the findings , the surprising aspect is that urban dwellers were found to be more vulnerable with regards to information , attitude , and beliefs concerning Ebola .",0
in-need,in,"To bring down high blood sugar levels , insulin needs to be taken . If you are the type who requires insulin during meal time , you will have to take correct doses of insulin in order to lower your blood glucose . Decision needs to be taken on when to inject it and how many times to inject . For this , you have to take the help of a health care professional .",0
disabled,jm,"The proceeds will be donated to the Spanish Town-based 3D Projects for disabled children . The event featured holistic therapy , music , art , and activities .",0
refugee,gb,""""""" Europe has an absolute duty to protect refugees , """" she added , calling for a """" bold decision """" for refugees living in Turkey to be resettled in Europe """" as a matter of urgency """" .""",0
