community,country,text,labels
disabled,ie,"Due to fears that protests are being infiltrated by dissident republicans , the theft of the radio sparked a security alert . The device was later disabled by gardai IT specialists .",0
vulnerable,gh,""""""" IRST systems can be used to detect and potentially track stealth aircraft under specific conditions , """" Bronk said . But that """" doesn ? ? ? t mean that they are anything approaching a satisfactory solution to the problem of fighting against such targets as they have limited range compared to radar , and are vulnerable to environmental disruption and degradation , """" he added .""",0
refugee,in,"Up to 12,000 Rohingya refugees , per-week are fleeing the violence they are facing in Myanmar . Another bunch is profusely being used by militants in combat . Young girls are being snatched from their families and raped . Parents are killed . Siblings are abducted .",0
disabled,in,"In 2014-15 , the city had 5,631 disabled students enrolled in 197 total schools across Chandigarh . In 2015-16 , the number dropped to 5,166 even as the number of schools in 2015-16 went up to 201 . On the other hand , the number of repeaters shot up from 2,443 in 2014-15 to 2,791 in 2015-16 .",0
refugee,in,"Mr Ahmed is among the hundreds of thousands of refugees who have crossed into Bangladesh since an upsurge in violence in neighbouring Myanmar in August that the UN has said amounts to ethnic cleansing . Unlike most , he has been here before .",0
homeless,ng,"That is not all . Regarding the quality of life as contained in the Millennium Development Goals , such as access to health care , potable water , electricity and reliable infrastructure , the country went from bad to worse . A veritable underclass of desperately poor people , some derelict and homeless was the underside of increased growth and expansion of the millionaire class brandishing private jets . Add to this depressing scenario , our recent economic convulsions manifested in worsening unemployment , upward spiral in the inflation rate , the abasement of the salaried elite caught in a debacle of lengthening defaults , the virtual wiping out of small scale businesses , and you get a social explosion waiting to happen .",1
poor-families,us,"In 2010 , nearly 100 percent of poor families lived with similar amenities .",0
vulnerable,pk,"One third of population living in extreme poverty is exposed to the threat of dislocation due to droughts and flash floods and vulnerable to deadly diseases owing to disturbed water cycle , natural habitat and crop patterns .",0
homeless,pk,"But displaced people were not left homeless by developers and government agencies ; displacement and resettlement in Singapore has been handled with tremendous care , and it is never begun unless replacement homes or flats for the affected are ready .",1
homeless,za,"Blackheath residents say if they knew the land could be used for housing , they would have wanted their own homeless and backyard dwellers to have the opportunity to live on the land .",0
women,gb,"It aims to showcase the range of electrifying , mind-broadening , powerful texts by women that are available to English-language speakers thanks to translation .",0
immigrant,bd,The state passed a measure backed by Republican Gov . Pete Wilson in the 1990s to deny public health care and education to immigrants in the country illegally . It was later overturned but left a lingering resentment among the state 's growing Hispanic population .,0
homeless,pk,"State authorities have ordered that air coolers be installed in shelters for homeless people , which are often windowless tin shacks .",0
in-need,ke,Edrisa Musuuza alias Navy Kenzo is in need of prayers after he was hospitalized following an illness that left him weak and looking frail at a hospital bed in his home country .,0
homeless,ng,""""""" The obvious implication of this act of excavation of sand by these touts with their fellow conspirators is that the erosion will quickly spread to other parts of the community as a result of this excavation and more indigenes of the community will in no distant time be affected and rendered homeless .""",0
homeless,au,Exact right yet people step around our homeless and those with mental illness to attend rallies to being in people from overseas without fixing or addressing the issues here first . Go figure . Homeless and mentally ill are not a trendy course .,0
hopeless,pk,The things that Dr. Ishrat is saying are run of the mill standard solutions which every person knows who is a little sensible . The growth in his period is explained above by hopeless and i also remember that he was once interviewed and asked that why did n't you stop the overheating economy and he was like we were a little late . So in conclusion an article by this kind of a guy should not be published by such an institution 's publication because he is not helping.We need out of the box ideas.Recommend,0
hopeless,ke,""""""" My friends have taken to drugs to cope with the pressure of these expectations and in the hope of boosting their academic performance , """" she says . This leads to hopelessness and suicide becomes the easiest way out , she adds .""",0
migrant,ie,""""""" Laws are passed that shun the poor , show no forgiveness for those who break the law and discriminate against immigrants and minority communities . """"""",0
poor-families,gb,"However , Edward Kemp , artistic director of the Royal Academy of Dramatic Art , told the Observer that a third of students at the school last year came from poor families , with bursaries being offered to ease the burden .",0
immigrant,ca,"They claim , for example , that we believe that immigrants are economically and socially conservative , and so vote Conservative . The truth , they retort , is more complicated than that .",0
disabled,hk,These tele-health technologies benefit the disabled and elderly and deserve serious exploration by the government .,0
vulnerable,hk,"""In an email sent by To on September 14 and sent to HKFP by the third student , To told the class : """" My intention was to give an example of how internet information needs to be verified in light of being credible and ... how the judge may look at it in the eyes of the vulnerable . """"""",0
immigrant,us,CNN : You came to the United States as an immigrant yourself . What is your story ?,0
immigrant,tz,"Responding to a question asked by Khatib Said Haji ( Konde , CUF ) who wanted to know the number of illegal immigrants caught in the country , Home Affairs deputy minister Perreira Silima said about 10,045 immigrants were arrested from January to December 2012 .",0
in-need,ca,"With five years as an environmental consultant on carbon credits , Mr. Carran enjoyed the interaction between those who generate carbon offsets ( such as wind farms ) and those in need of them ( such as polluters ) . In 2012 , he decided to marry his technical expertise in engineering with a business degree , choosing Sauder for its focus on sustainability .",0
disabled,ng,"Pirates : C Francisco Cervelli , already on the seven-day disabled list , has been diagnosed with a concussion . There is no timeframe for his return . ... LF Corey Dickerson returned from the Family Medical Emergency Leave List and started . INF/OF Adam Frazier was optioned to Triple-A Indianapolis .",0
refugee,tz,"In the interim , Machibya said more police , military , health officers and the members from the Red Cross would be dispatched in Kagunga to render humanitarian assistance to the refugees .",0
in-need,pk,""""""" Because our democracies are inclusive , we are able to welcome people , and refugees in need to our country 's and nowhere have we seen that compassion more evident than here in Greece , """" he said after visiting the Acropolis hill in Athens .""",1
migrant,ca,"So , is Metro Vancouver any better today at accommodating new immigrants than it was 20 years ago ? Habacon says yes .",0
migrant,my,"Meanwhile , Jamain said the issuance of the special documents has violated the Immigration Act , which stated that any individual who overstayed their visa would be considered as illegal immigrant .",0
immigrant,ng,"The vast southern borders of Libya are used as a crossing point for illegal immigrants desperate to reach Europe , due to poor security conditions in the region .",1
disabled,my,"2017 Budget : More needs to be done for disabled , say groups",1
vulnerable,bd,About 25.72 lakh tonnes of potato will remain outside the cold storages and a large amount of it will remain vulnerable to damage .,0
poor-families,gb,"As the firms ' names , locations and charges suggest , they are n't best known for their work dealing with marital scraps within poor families , or even prosperous upper-middle-class ones . One of the most high-profile lawyers in the field is Fiona Shackleton , who acted for Prince Charles and Sir Paul McCartney during their divorces . Nicknamed the Steel Magnolia , she is easily identifiable by a head of blonde bouffant hair that was once famously drenched and straightened by a glass of water thrown by Sir Paul 's ex-wife Heather Mills after a bitterly contested court hearing .",1
disabled,za,"The most important life assurance cover that you , as a working person , should have in place is an income protection policy that will pay you a monthly income if you are disabled .",0
immigrant,us,""""""" Some may think that immigrants and natives never compete for jobs . But a majority of workers in virtually every occupation are native-born . Immigrants have made gains across the labor market in lower- , middle- and higher-skilled jobs . Thus the idea that there are jobs Americans do n't do is simply not supported by the data , """" Mr. Camarota and co-author Karen Zeigler wrote .""",0
poor-families,gb,"Children born to poor families deserve that experience just as much as rich ones . Regulators who lie with every second breath , can not be expected to understand . <h> Anonymous",1
immigrant,au,"The Rohingya are widely disliked in Myanmar , where they are seen as illegal immigrants from Bangladesh - including by some in Suu Kyi 's party . She risks haemorrhaging support by taking up their cause .",0
homeless,ph,Three people were killed in Mandaluyong City while around 60 Quezon City families were left homeless in fires that broke out just hours apart early Saturday .,0
women,nz,"Could it be that these women understand , like few others , what it is to be valued for their appearance above and beyond anything else ? Might they realise that without their appearance , they have no brand , no iconic status , no clout ? For proof , you can google Evangelista , who was quickly hunted down by paparazzi that same week , and the cruel ways in which she was described in headlines .",0
vulnerable,za,""""""" Unpatched devices such as laptops , PCs , and tablets may continue to generate excessive network traffic and could be vulnerable to a potential second wave of the virus , should it appear in a different variant . """"""",0
in-need,ke,"The UN estimates that 1.5 million people have been forced into neighboring countries and another 7.5 million people across the country are in need of humanitarian assistance and protection , and a localized famine was declared in February in parts of northern Unity state ..",0
homeless,ca,Further data shows 42% of Grande Prairie 's homeless self-identify as aboriginal and 25% are under the age of 24 .,0
poor-families,ng,Mahesh Savani performed the Hindu wedding ritual of ' Kanyadaan ' -- the practice of giving away one 's daughter in marriage -- for 236 fatherless brides from poor families at a mega-wedding event in the western state of Gujarat at Christmas .,0
refugee,bd,"Rohingya refugees stand in an open area with their belongings during heavy rain as they are held by the Border Guard Bangladesh ( BGB ) after illegally crossing the border , in Teknaf . Photo : Reuters",0
women,in,"Caroline Wozniacki of Denmark returns a shot to Roberta Vinci of Italy during their match match at the Rogers Cup women 's tennis tournament in Toronto , August 10 , 2011 .",0
poor-families,my,""""""" So far , 12 coffins have been delivered to poor families living in Bau , Serian and as far as Sri Aman , """" he said .""",0
hopeless,nz,""""""" She had taken her own life and because of that there was a particular pain for those speaking - mostly around the wish to have been able to help , to talk and share some of the despair and agonised hopelessness she must have been feeling . Her death left loose ends and chaos - and hard questions , which mostly can never be answered .""",0
homeless,hk,Pro-Beijing lawmaker draws backlash for boasting of ' clean sidewalks ' after homeless people cleared,0
disabled,ca,"Hill , who signed a $6 million , one-year contract with Oakland during the off-season , is on the disabled list with a pesky blister on the middle finger of his throwing hand that has n't healed . He had been scheduled to pitch Sunday in Cleveland before the DL stint .",0
migrant,ie,"But as an Irish emigrant , the most fundamental difference is the right of overseas citizens to have their voice heard . While an Australian citizen can vote for up to six years after they have left the country , Irish emigrants have no say .",0
in-need,in,""""""" It is an honour to be selected as a the Queen 's Young Leader and represent India . As a person who works on ground to fight hunger and to ensure that excess food is not wasted but instead is given to people in need , this award gives me encouragement to do more and better .""",0
disabled,nz,""""""" Robert has the personality , skills and energy to affect change for the better . He will add value to the future work of the Committee and the rights of disabled people around the world , """" she said .""",0
homeless,tz,""""""" Evros is not just the border , """" he said . """" Evros is here in Thessaloniki . They are here , homeless , without any provision of service . """"""",1
women,us,""""""" Harvey was n't acting alone . Harvey was n't allowed and enabled to do what he did to Kadian and other women without help , """" said Noble 's attorney , Jeff Herman .""",0
immigrant,my,"The latest incident revived concerns about Saxony which , despite having one of Germany 's lowest percentages of immigrants , emerged as the birthplace of the xenophobic Pegida movement and a hot-spot for racist hate crimes .",0
in-need,sg,""""""" If you stop thinking , you will get dementia . Your brain needs to think . If your brain stops , you are finished . """"""",0
in-need,tz,Shambwe said the NHC procedure is to sell one house to one person to give ownership opportunity to all in need .,0
refugee,hk,"For several weeks now , hundreds of refugees have been occupying the detention centre on Manus Island in Papua New Guinea ( PNG ) . The centre was closed on October 31 after it was deemed illegal by the PNG courts . On November 23 , police assaulted the centre and took occupiers away with violence",0
disabled,au,"The flaw allows for command injection through a web script , even though the vendor has disabled the local web-based management interface in these devices .",0
homeless,in,"As street lights flicker on at dusk , they reveal a tiny signboard tucked among the branches of a mango tree that points to a shelter for homeless women . Inside the dimly lit hall , Gauri Rout sits on a plastic floor mat , staring at the wall , while a young woman stands guard at the door . The women appear to be alone .",0
poor-families,ph,The LISTAHANAN or the National Household Targeting System for Poverty Reduction ( NHTS-PR ) is an administrative tool for targeting poor families .,0
migrant,ke,"The manifesto also repeated promises to limit immigration , and pledged to double the charge on companies employing migrant workers , using the money to invest in skills .",0
migrant,us,"""On the broader issue , it 's worth noting that statistics have consistently shown that immigrants , including illegal immigrants , actually have lower rates of criminal activity and incarceration than do the native-born children of immigrants . Rub ? n G. Rumbaut , a sociologist at the University of California ( Irvine ) , has written that 2000 Census figures show consistently lower incarceration rates for foreign-born Mexicans , Salvadorans , Guatemalans , Colombians , Ecuadorians and Peruvians when compared to incarceration rates of U.S.-born members of the same ethnic groups . While the category """" foreign-born """" is not identical to """" illegal immigrant , """" there is significant overlap in these particular ethnic groups , Rumbaut writes .""",0
in-need,ng,"However , because the loving nature of God , He set out to redeem man back to Himself and restore back his lost glory and in the process render the devil powerless . The price to be paid was with blood . In the Old Testament , the blood of animals was used by the priest to cover the sins of men . Though this satisfied the laws of God at the time , it was not enough . The price for sin needed to be paid once and for ever .",0
in-need,us,"To ensure underserved kids get the attention and the care they need , Haven partnered with the New York Foundling , a group that supports children in the foster care system , and families struggling with instability , among other groups in need .",0
homeless,za,"Out in the cold : About a dozen homeless people , who have made the Durban City Hall surrounds their home , are angry at eThekwini metro police for manhandling them . They say they live on the streets as they have nowhere else to go , but do not cause a nuisance . Many of the men left soon after the photograph was taken , and their names could not be recorded . Picture : Sibusiso Ndlovu . <h> Durban streets ' cleaned ' of homeless",0
women,gh,""""""" As Miss Universe Ghana 2004 , a successful entrepreneur , philanthropist and model , I am proud to be part of the Miss Universe Ghana brand to help other young Ghanaian women to achieve their goals .""",0
migrant,ke,"And one reason is that they are keen to keep off immigrants , and particularly the blacks and the Arabs .",0
women,ie,"""Mercedes Goncalves , a member of the Elizabeth St Leger lodge in Dublin for three years , explains : """" I thought masonry was an interesting subject due to its emphasis on teaching philosophy and exploration of the human condition . But I did n't know there was an order that accepted men and women equally to explore the mysteries of life and spiritual growth and try to become better human beings . """"""",0
hopeless,ph,"Killing hopeless civilians and looting victims of their personal belongings are the trademarks of NPA who claim to uphold human rights and democracy . In Part IV , Article 2.1 of the Comprehensive Agreement on Respect for Human Rights and International Humanitarian Law ( CARHRIHL ) states that ? civilians or those taking no active part in the hostilities ? shall not be subjected for violence , particularly killing or causing injury as stipulated in Part IV , Article 3.1 .",0
poor-families,nz,"""Legalising e-cigarettes , and not taxing them like cigarettes , was a more humane form of tobacco-harm reduction than hiking the excise tax on cigarettes , which hurts poor families which contain smokers . """" This is particularly important where smoking is concentrated at high levels in poorer communities , such as the Maoris . """"""",0
hopeless,gb,She says she had always wanted to work with Molina and was delighted when he said yes to the script instantly . They make a good pair : his air of quiet resignation as the lovably hopeless Roger the perfect antidote to French 's barely contained frustrated energy as Val .,0
poor-families,ke,"Lewa said the students , mostly from poor families , were to benefit from the food during exams period so they can concentrate on the exams .",0
disabled,za,- The qualification for the senior citizen and disabled persons rates rebate maximum monthly household income is increased from the current R12 000 to R15 000,0
vulnerable,sg,"West Ham proved that City are vulnerable to an aerial threat and a decent cross whipped behind the back three , so the temptation to throw up Fellaini and Romelu Lukaku for set-pieces and hope for the best must be overwhelming .",0
migrant,jm,Minnis told legislators that migrants who are in the country illegally must leave by December 31 after which they will be aggressively pursued and deported .,0
disabled,my,"""Mgr Andrew Francis celebrated 45 years of priesthood . He praised Christians who struggle for their faith . In 1996 , he survived an assassination attempt , whilst in 2013 , a car accident left him disabled . But for him , """" there is no downside in my life . """"""",0
homeless,au,What causes someone to become homeless ? Brainstorm as many reasons as you can and check the story for ideas .,0
migrant,ph,""""""" That 's a good signal that the embassy is starting to work for migrant workers , """" Mr. Thehoya said . He added that he would like to encourage the Foreign Affairs Ministry to do more to investigate migrant working conditions in order to ensure their commensurate payment and benefits .""",0
disabled,ng,""""""" Initially people looked down on any person with disability . The only thing Nigerians knew then was , once you are disabled , you are a beggar .""",0
migrant,gb,Out of place : A man in a suit and his smartly dressed companion walk past a family of migrants drying their clothes on the railing by the sea front at Kos,1
refugee,gh,Jordanian economy suffers under heavy refugee crisis,0
disabled,in,Thirty seven percent of the offences registered on Central Railway from January to May this year pertain to illegal travel in coaches reserved for the disabled .,0
homeless,au,"Yep , you got it . In 1984 , Sheela imported bus loads of homeless people from around the country to sway the local elections in their favour , a move which failed to work . She then orchestrated the mass salmonella poisoning of more than 700 people in a nearby , larger town by contaminating 10 salad bars with the hope this would prevent them from voting . ( It is , to this day , the largest bioterror attack to have occurred in the US . )",0
women,nz,National Council of Women ( NCWNZ ) Gender Equal spokesperson Dr Gill Greer says the murder is an example of the kind of transphobic violence directed towards trans people and particularly trans women .,0
in-need,ie,"TOG.ie provides all this to its users for a small membership fee , which is used to fund the running of classes , events ; the purchasing of equipment , and the rent of space and amenities on a not-for-profit basis . But while TOG is doing well it is still in need of members with diverse interests .",0
in-need,in,"""Sawang said , """" All outreach initiatives , such as Vruddha Mitra , Mahila Mitra and Bala Mitra focus on protecting and changing the mindset of the weaker sections of society . I am happy to say that there is a perceptible change among police officers , who choose to respond more positively to any women , elderly or child , who is in need safety and security . """"""",0
immigrant,gh,"The suggestion by Frauke Petry , leader of the anti-immigrant Alternative for Germany ( AfD ) party , has fuelled an already heated debate about Chancellor Angela Merkel 's decision to open Germany 's doors to refugees .",0
vulnerable,ca,""""""" There are days we have patients in there who are especially vulnerable in very difficult situations , who have had to make very heartbreaking decisions about their health and their pregnancies . To have somebody out there with a ' stop murdering babies ' sign or accosting them as they walk in is very heartbreaking , """" said Posyniak .""",0
women,jm,"However , in pregnant women Zika can cause permanent damage to the developing fetus , including microcephaly , a condition in which the infant 's skull and brain are unusually small .",0
disabled,lk,"Under the 1st phase Viru Sara card will be given to 15,000 war heroes . In the future it will be given away to all fallen and disabled war heroes . More information in this regard can be obtained by browsing the website www.virusara.gov.lk . Handing over of scholarships worth 50,000 rupees each to the children of 100 war hero families and the families who were affected form the terrorism in north and eastern provinces will also take place at the event .",0
immigrant,ke,"NAIROBI , KENYA : The current security crackdown on illegal immigrants has not spared even the high and mighty .",0
in-need,ie,"""She explained : """" A lot of the time I 'm just tired . I do n't have to go through a labyrinthine explanation , there does n't have to be that much backstory . I can just be in need of a nap . """"""",0
migrant,au,"But migrants are continuing to land on Italy 's shores almost daily . Nearly 400 people , claiming to be from Syria and the Palestinian Territories , were rescued overnight by two cargo ships off the coast of south-eastern Sicily .",0
hopeless,au,"Thiem 's first serve percentage may be hovering around 20% - which , for the untrained tennis mind , is hopelessly low -- but his groundstrokes are on point . He holds .",0
migrant,nz,"The wife of a Cuban immigrant set to rejoin his family after he was mistakenly released from prison , then put back , says she would uproot her life in Colorado to go with him .",0
disabled,jm,""""""" Yes , those things need to be addressed , but we need to see more concrete stuff being done . Because what is the use putting in the ramps and making organisations ready for disabled persons if the people are not employed ? """" McLean reasoned .""",0
vulnerable,pk,"These partnerships will benefit marginalised and vulnerable children of the province , she told the chief minister .",0
vulnerable,ca,"As always , the stakes are highest for the most vulnerable .",0
refugee,hk,Growing numbers of asylum-seekers are coming in the wake of US President Donald Trump 's pledge to crack down on refugees and undocumented immigrants .,0
migrant,jm,He also noted that immigrant minorities were involved in the growth and evolution of blues in the USA .,0
disabled,ph,"Chiller said the alarms had been disabled without the knowledge of anyone on the Australian team , while maintenance work was being carried out on the building next door .",0
women,au,Her return to the absolute top of women 's racing has been long awaited by cycling fans all over the world and we 're sure she has waited until she is certain about her form before taking on this level of racing again . So consider her a favourite for the win . <h> 5 . There are four previous winners on the startlist,0
hopeless,ph,"That 's right , moms and dads , many of them absent , distant or cold , are the scapegoats du jour in an increasing number of photoplays that seek to ingratiate themselves with young viewers looking for somebody else to blame for their hopelessly unhappy existence .",0
in-need,us,Some of the report 's most disturbing facts were in regard to children in needy families .,0
poor-families,us,"In Oregon , a higher share of poor families is on welfare ( now called TANF , or Temporary Aid to Needy Families ) than in most states . The state has some of the highest food-stamp uptake in the country . It subsidizes childcare for working parents , asking the poorest of them to contribute as little as $27 a month . It helps people get off of welfare by linking them to employment and paying their wages for up to six months , and then allows them to continue to receive food stamps as they transition to higher wages . Families can be on welfare for up to 60 months , as opposed to 24 months in many other states , and once the parents are cut off due to time limits , their children can still continue to receive aid .",0
women,lk,"11 . Focus on women nationally outnumbering men is ongoing with 23 percent of the households dependent on women with extra measures including a women 's centre in Kilinochchi , active planning by the Ministry around several initiatives . It could be enhanced with a focus on a gendered development agenda .",0
refugee,au,"""Many refugees themselves believe education is vital for their future : """" Grace """" from South Sudan , sums it up : """" The more I am educated , the more I will be able to do for my family and my community ... if I am alive , I must have an education . """"""",0
immigrant,za,"Something is amiss here , arresting 70 people and recovering only TWO fireams ? ? ? ? ! ! ! ! I would have thought a dump like Diepsloot would have more than 100 unlicenced firearms . How many illegal immigrants arrested with firearms ? ? Because they are always having illegal guns from their countries ? ? ?",0
homeless,us,Battling homelessness through fashion is the business model of two Messiah College graduates who are donating some profits from their new clothing company to help people on the streets .,1
women,gb,"The research also identified a link between gender and class . For example , men and women with similar career histories shared similar retirement expectations and experiences , but this relationship was mediated by factors such as gender and class , as well as access to resources .",0
vulnerable,in,India 's steel companies have been particularly vulnerable to attacks from non-government organizations and sceptical regulators because of the risk that their typically vast projects could lead to the displacement of thousands of people and the destruction of livelihoods .,0
hopeless,ke,useless venture by bitter an jittery partner .... please re direct your negative energy to AFGHANISTAN an IRAQ ... WE have CHINA an no amount of useless an hopeless threats will suffice ...,0
vulnerable,gh,"Mr Buah said the AYA Community Centre would continue to be a recreational ground for the marginalised , vulnerable and socially disadvantaged persons .",0
in-need,za,"""About 13 500 employees """" are still in need of formal accommodation , """" Lonmin confirmed in an August 1 letter to the rights group .""",0
immigrant,ng,"Ciru is at the forefront of her generation . Brought up in an age of touchscreen technology , social media , global integration and multiculturalism -- where even the son of a Kenyan immigrant can become president of the United States -- today 's university students are the first true digital natives . More pragmatic than previous generations , they are independent self-starters , hyper-aware of global issues and technologically empowered for a digitally heavy world .",0
immigrant,my,"Trump , a Republican who took office on January 20 , has promised a crackdown on the estimated 11 million undocumented immigrants in the US , most of whom come from Mexico and other Latin American countries .",0
refugee,ke,""""""" All the refugees were smiling and hugging each other . This nightmare is going to end finally , but the main question is when and how and how we get out of here , """" he told Reuters .""",0
vulnerable,ke,"The team is extending medical services as part of Sino-Kenya cooperation and will focus efforts on children , the elderly as well as the most vulnerable members of society .",0
in-need,lk,The patient who is in need of O+ kidney also appeals for public contributions to be remitted to her Account No. 0842001-8-0017225 at Alutgama People 's Bank .,0
refugee,tz,Kigoma Regional Police Commander Ferdinand Mtui said the wounded have been admitted at a refugees ' camp hospital .,0
hopeless,au,Ms MacCarron said Hamal was not in a good place mentally at the time of the escape and was feeling hopeless .,0
homeless,my,"""She asks , with despair in her voice : """" What 's the point of cooking for the homeless when the homeless ca n't cook for themselves tomorrow ? """" Throwing her hands up in the air , she retorts : """" How was I supposed to start when I did n't have the funding ? """"""",1
disabled,ie,"By using this website , you consent to our use of cookies . For more information on cookies see our Cookie Policy . <h> Bernadette Scully criticises lack of services for people with disabilities <h> GP says parents and carers of children who are disabled struggle to access support",0
immigrant,jm,"Most applicants who are denied visas have done nothing wrong , they simply did not qualify for the visa they applied for . United States immigration law ( section 214(b) ) presumes that applicants for most non-immigrant visa categories actually have immigrant intent . Applicants overcome this presumption by demonstrating strong ties to their home country that will compel them to leave the United States at the end of their temporary stay .",0
women,ie,Three women died on Tuesday when a Renault Clio collided with a Scania lorry on the A15 in Baston just after 6.15am,0
disabled,jm,"The new system , said the JUTC , will allow for quicker and more efficient transactions as the cards , upon purchase , would be among other things programmed to collect fares based on age or determine whether a passenger is disabled . <h> ADVERTISEMENT",0
women,hk,"Only after Fu did any of China 's gold medal athletes rank among the top streams for Alisports during the Rio Olympics . The women 's volleyball gold medal match against Serbia was number two , with Sun Yung 's winning swim in 200-meter men 's freestyle final coming in at number 3.",0
in-need,in,"But despite the dwindling hope , Yemenis refuse to give up on others in need .",1
women,ng,It will also promote freedom for women to participate in any economic activity as well as guarantee equal opportunity for all Nigerian citizens irrespective of gender . ( NAN ),0
refugee,pk,""""""" The most horrible thing that Trump has done is conflated two words -- refugee and terrorist , """" Gere , 67 , told more than 100 journalists . """" It means the same thing in the US now . That 's what he 's accomplished to a large segment of our population . """"""",0
in-need,hk,"@anonymous yes . now go out and make an honest living . if you think China holds the moral high ground on matters of sex , you clearly are in need of visiting your own country . ( with a u and no o ) . <h> About China Real Time Report",0
migrant,ie,""""""" Citizenship is the common thread that connects us all as Americans . This initiative emphasizes the importance of citizenship -- not only to immigrants and their families but also to our nation as a whole , """" said USCIS Director Alejandro Mayorkas . """" This effort marks a new milestone in USCIS 's outreach to lawful permanent residents . """"""",0
hopeless,lk,"I remember how I traveled the length and breadth of the Peninsula as a Cadet , when I was around their age . One day I had a tyre puncture on my way home and I was standing hopelessly near my car . A passing taxi driver stopped his car on seeing me . He changed my wheel dexterously without allowing me even to fetch the spare . As the Good Samaritan took leave of me , I pulled out my purse to compensate him . The man refused to accept payment , appearing to be hurt by my attempt to commercialize civic values .",0
refugee,gh,The visit aimed to find ways to improve conditions for refugees and to support communities hosting them .,0
poor-families,nz,"""Spana Chief Executive Jeremy Hulme said working animals were fundamental in providing a means of income for millions of poor families : """" But , this vast global workforce is largely unknown and ignored . """"""",0
disabled,gb,My partially disabled son lives in an upstairs flat in a converted house . There is no fire escape and my son will not tackle the landlord about it .,0
poor-families,za,The report sets out 12 recommendations showing how free university education for students from poor families can be provided . This is expected to legitimise the Fees Must Fall cause .,0
poor-families,ph,"TO a person , the presidential candidates this year are tripping over themselves to pronounce their support for the 4Ps , the government 's P60-billion dole program that gives poor families a monthly stipend for keeping their children in school . That none of them have questioned the basic premise of the program -- taking money from hardworking taxpayers and giving it away to unproductive members of society who do not have to earn it -- is a measure of how much they are pandering to the poor in the hopes of winning their votes .",0
hopeless,ie,"""Meanwhile """" throughout this island , the high level of suicide is terrible and terrifying . """" As Christians """" we can give hope , where a person feels only darkness and hopelessnes , """" he said .""",1
vulnerable,sg,""""""" Today we both recognize the significant progress we have made in conserving manatee populations while reaffirming our commitment to continuing this species ' recovery and success throughout its range . """" The proposed downgrade in status for manatees , announced last year , stoked controversy , as some experts warned the long-protected sea cows were still vulnerable to problems like boat collisions , climate change , pollution , and loss of habitat .""",0
women,bd,"The factory was founded under Songkolon Bangladesh Trust on June 24 , 2013 with six plain sewing machines and seven workers . Here the workers , mostly women , were labelled as owners . They were given congenial working environment , profit share , free lunch , medical assistance and educational support for their children .",0
homeless,pk,""""""" They 're a little bit behind me I think , """" said Starc , who slept rough on the Sydney Cricket Ground turf on Sunday night to raise money for a local charity that fights youth homelessness . """" If all is going well with them they might start bowling this week . I 'm a little bit ahead . Hopefully all three of us are on the plane to the UAE . """"""",1
refugee,jm,"""Those expelled could submit asylum claims from """" large refugee camps """" that must be set up , funded , and guarded by the EU outside the bloc 's territory , he said , suggesting an island or the north African coastline as potential locations .""",0
vulnerable,ca,"While Woitt may be informed , he has never voted in a municipal election . This year , though , the City is making it more accessible for him and other vulnerable Edmontonians to exercise their democratic right .",0
homeless,tz,The plots are among those which were surveyed to resettle the Dar flood victims who were rendered homeless during the December rains .,0
refugee,gh,The secretary of state said that the Trump administration had decided to cut back on refugee resettlement because of the backlog in the number of asylum requests pending from foreigners already in the US . Critics say that backlog is due in large part to the administration 's policy of slowing down the pace at which asylum requests are processed .,0
vulnerable,bd,""""""" WHO welcomes and is very appreciative of the much needed support which comes at a time when the health risks and needs of this vulnerable population is growing , and the underfunded health sector is struggling to sustain essential services , """" Dr Rana said .""",0
women,pk,"A mother in Azad Kashmir has joined her husband in killing their 15-year-old daughter by dousing her with acid after seeing her talking to a young man . Her elder sister , less moved by a false sense of honour and more concerned about the crime her parents had committed , has demanded police investigation into the murder which could have been ignored because it was caused by the sense of ' honour ' , unofficially recognised in Pakistan as an element of mitigation . The state of Pakistan , too , pursues satisfaction of honour in foreign policy , demanding apologies where pragmatism would have benefited the people . Society has become violent under the unconsciously accepted behaviour norm of the Taliban . Out of all the citizens killed in the country for honour , over half are women , proving that use of violence to satisfy ' honour ' is directed at women .",0
vulnerable,gh,The African Health Markets aims to increase coverage of quality healthcare within the private provider system and also to address priority issues that most affects the vulnerable in Ghana .,0
in-need,gb,"""Walter Dunlop said the Mr Firmin and Mr Postgate were a """" little oasis of kindness """" , adding : """" Whenever I feel lost , scared or just in need of a little escape for a few minutes , their work will usually do it for me . """"""",0
in-need,ca,The city 's first Street Store for those in need generated a huge response - both from the needy and local donors .,0
vulnerable,za,The Stormers appeared vulnerable under the high ball against the Argentine side which prompted Fleck to make changes .,0
disabled,my,"Malaysia Airlines CEO Peter Bellew responds to complaint from disabled passenger , says national carrier is now adopting ' golden rule ' for the good of customers .",0
