community,country,text,labels
homeless,ie,"Threshold 's Tenancy Protection Service has prevented 1,014 people from entering homelessness in the West .",0
in-need,ke,Dennis insisted that his initiative was not in any way sponsored and was purely driven on his desire to help out women in need .,1
vulnerable,za,""""""" The deteriorating situation would exert a heavier toll on the most vulnerable . The resulting growth slowdown and collapse in confidence could lead to financial sector distress and social tensions , """" it added . <h> Other Stories in Zimbabwe ...""",0
refugee,au,"The program depicted new refugee housing containing air-conditioning , microwaves and televisions . It also showed single male asylum seekers still housed inside the detention centre in cramped conditions and mouldy tents .",0
hopeless,ca,"Some people mistakenly believe that donating money to help people living with schizophrenia is hopeless , Alberti said .",0
women,hk,Authorities in the central Chinese city of Chongqing have rejected the idea of providing designated women-only cars on its subway system .,0
disabled,hk,"However , rather than a complete language overhaul , companies can look at English the way that a city government might look at building codes for wheelchair-accessibility . While less than 1 percent of a population of a city will be confined to a wheelchair , most cities , at least in the developed world , mandate that all buildings and businesses be wheelchair-accessible . This way , disabled citizens can contribute their knowledge and skills to a society while the negative impact of their handicap is kept to a minimum .",0
women,lk,Rape had been used as a systematized instrument of war by the racist forces of Sri Lankan Army against female LTTE for physical and moral destruction and now the occupying Sri Lankan Army still continues to do so and so for Sri Lankan Army is concerned rape is perpetrated as a weapon of war . In all the videos and photos that have come into the public domain indicate that Eelam women and female LTTE captives were raped and shot in the head .,0
migrant,ke,"MADRID , July 23 -- About 300 African migrants stormed a border fence surrounding Spain 's North African enclave of Melilla on Tuesday in an attempt to enter Spanish territory , a Spanish government official said .",0
disabled,ke,"It is necessary to offer tough and harsh punishment for sex pests to serve as a lesson for the rest , she added after visiting St Monicah School for disabled children , Toto Care children 's home and Jomo Kenyatta home for disabled children .",0
disabled,ke,""""""" Kiambu has enough resources to fund all activities , but the looming smuggling of disabled persons from Tanzania and other counties has devastated our activities , """" Nyokabi said .""",0
disabled,za,Mandla Moyo showed pictures of his late disabled son .,0
homeless,ke,"Over 3,000 persons left homeless after their houses burnt",0
refugee,in,"""According to Noorani , in Hyderabad , Patel turned a blind eye to the massacre of Muslims , in Kashmir , he defended the RSS when Nehru complained of its activities ; in post-Partition Delhi , he insisted that there was widespread anger about Muslims being allowed to go about openly in the streets , eventually going on to protest Nehru 's view that Muslim refugees who evacuated their homes should be allowed to return . Even in inviting the Hindu Mahasabha and RSS to join the Congress , Patel is reported to have said those who """" ride on two horses """" will have to go to Pakistan .""",0
vulnerable,lk,"So , how do we develop our ability to be vulnerable ? Here are some exercises to practice vulnerability : Reveal something -- Practice revealing more about yourself to your work team members . Share something about your background , your values , your story or a failure you experienced and what you learned from it . You 'd be surprised how many truths we do n't reveal about ourselves , truths that we expend a lot of energy maintaining as secrets , that people already know about us .",0
in-need,ca,"Representatives of the Italian Club are asking members of the Italian community to contact them if they are in need of support . Though it 's early , no one has contacted them .",0
hopeless,nz,She decided to be the hope for the hopeless and home for the homeless .,1
immigrant,gb,"""Custo Diaz poses in front of his closed shop , Noni Fashion , a women 's clothing store at 116th Street in the East Harlem neighborhood of New York , on Thursday Feb. 16 , 2017 . He was participating in the boycott called A Day Without Immigrants , aimed squarely at President Donald Trump 's efforts to crack down on immigration . Diaz , a Dominican immigrant , said he closed his shop in support of all the immigrants who are """" feeling attacked """" these days . Diaz said he has lived for 40 years in the U.S. and he stands in solidarity with his """" undocumented brothers and sisters . """" ( AP Photo/Claudia Torrens )""",0
refugee,hk,Many of the self-claimed refugees are living in Lo Uk Tsuen in Yuen Long .,0
disabled,jm,The Small Business Development Fund also has the particular mandate for special consideration for disabled persons .,0
hopeless,jm,""""""" ( It ) reflects the government 's commitment to addressing the high incidence of crime and violence , which undermines productivity and engenders hopelessness in society , """" he said , adding that """" there can be no development without peace """" .""",0
disabled,in,"The CBSE has taken a few steps to eliminate the segregation . We have decided to replace the word disabled for different . This way , a student wont feel segregated and will learn better . S/he would also integrate better with other students .",1
disabled,za,Everyone one in a celebratory mood as song and dance formed a big part of Mandela Day celebrations at Sithandiwe home for the disabled in Lombardy East . Entertainment was provided by Alex FM .,0
immigrant,ph,"Inspiration that anything is possible . You can be born into a family that does n't have very much , but if you have the heart and the hard work then dreams can come true . People forget that this country gives you opportunities . Not every country has that , in fact many countries do n't . A lot of immigrants have that obstacle that they ca n't overcome in their head . I was raised by a single mom who worked as a maid . English is my second language , and I lived below the poverty line . You have to have hope and faith in yourself .",1
refugee,za,"from AHMED ZAYED in Tripoli , Libya TRIPOLI , ( CAJ News ) -- THERE is concern about the fate of some 800 migrants and refugees held in a dangerously overcrowded detention centre in northwestern Libya .",0
homeless,in,"In all , 12 people , including 5 soldiers , have lost their lives in the fresh bout of firing along IB and LoC while more than 50 civilians have been wounded , an indication that populated areas are being targeted . <h> Around 40,000 civilians have already been rendered homeless and many have been transferred to temporary shelters set up by the government . ( Photo : News18 )",0
immigrant,za,"""The entrepreneur : Switzerland is a total melting pot of cultures , languages and beliefs . We view ourselves as held together by ' force of will ' , or mutual interest , as opposed to a shared culture or history . We have an immigrant population of 25% . The unifying factor across these differences and the basis of our national identity , is a common appreciation of political values such as direct democracy , neutrality and federalism . We see our multiculturalism as a desirable enrichment and so far , we 've fared better than most in integrating large numbers of immigrants over a long time -- if success is measured in terms of maintaining economic prosperity and social cohesion . """"""",0
immigrant,ca,"For instance , the number of immigrants allowed to enter Germany on family reunification grounds will now be capped at 1,000 a month .",0
migrant,us,"""Trump 's presidential campaign centered on his plans to remake U.S. immigration policy . In addition to suspending immigration from yet-to-be named regions , he has pledged to reverse President Obama 's executive action granting certain undocumented immigrants temporary reprieves from removal , to build a """" big , beautiful wall """" between the United States and Mexico , and to deport millions of undocumented immigrants within a few years . Can he make good on those promises ? How scared should my students be ? <h> Get Slate in your inbox .""",0
in-need,ke,"The money to buy the stationery was raised through crowdfunding by a collaborative programme called RescueBnB , which connects people who have resources with those in need .",0
women,gb,"A bill introduced this month by state representative Rick Brattin would add to what are already some of the most austere abortion restrictions in the US . Missouri enacted a 72-hour waiting period for abortions in October , and Brattin 's bill would further require women to receive the written and notarized consent of a fetus ' father before obtaining an abortion . The only exceptions , he says , would be rape and incest .",0
immigrant,my,"To date , Mustafar said 6,678 illegal immigrants were detained at the depots with the largest in Bukit Jalil ( 1,500 detainees ) and the lowest in Bekenu , Sarawak ( 350 detainees ) .",0
in-need,ke,""""""" It 's really disappointing that some politicians want to make political capital out of the unfortunate incident that happened which was their own creation . I wanted the former leader to be buried without political intrigues and I had to think quickly . Therefore , I am ready to purchase the public address system for the churches that are in need , """" he said .""",0
poor-families,ie,"* Each year , 15 million girls are married before the age of 18 . In developing countries one in three girls is married before the age of 18 and one in nine before the age of 15. * In Dominican Republic , 37% of women aged 20 -- 24 are married before 18 years . * In most countries , girls from poor families are more likely to be married early than their richer peers . In Nigeria , 40% of the poorest girls are married by age 15 compared to 3% of the richest girls . * Girls in particular regions of some countries are disproportionately affected . In Ethiopia more than half of girls in the Amhara , BenishangulGumuz and Afar regions marry by age 18 compared to 12% in Addis Ababa. * The majority of the 25 countries with the highest rates of child marriage are considered fragile states or at high risk of natural disaster .",0
disabled,pk,"Muniba 's was n't an easy journey and yet she challenged norms and mindset and changed her adversity to an opportunity . In December last year she was named Pakistan 's first female national goodwill ambassador for gender equality and women 's empowerment by the UN and she is an active speaker for the rights of disabled people in Pakistan . In fact , she was also the first wheel chair bound model to campaign for Toni &amp; Guy Pakistan and is also brand ambassador for The Body Shop Pakistan . But above all , Muniba is a loving mother fulfilling all her responsibilities to tee . Clearly , there is no stopping her .",1
homeless,za,"Last week at least three people were killed in fires , including a child who was killed in a shack fire in Khayelitsha . In the same week , in Dunoon , a man was killed in a blaze that left more than 100 people homeless , and another man died in a fire in Philippi.",0
women,us,"If anyone knows Dr. Gary Tigges in Plano , TX , please tell him that he 's just pissed off a few thousand HARD WORKING women physicians . Because , you know , quotes like this tend to get shared a lot on social media . **26;284;TOOLONG",0
refugee,jm,""""""" It was used for everything , to keep refugee , as a soldier camp , as a reformatory , and we have simply said we must have it now and I am glad to tell you that it will allow Anchovy High School , a hopelessly overcrowded institution to have a second campus and to come off shift this September , """" Thwaites said .""",0
in-need,us,""""""" That 's huge , that 's humbling , """" Whitehead said with a pause . """" Just for him to use those words , and I believe in just being a good person . Right is right , and wrong is wrong . I saw someone in need . """"""",1
immigrant,bd,"He , however , pointed out that not everyone from poor community comes to the larger cities need to be provided with housing facilities as many of them are seasonal immigrants .",0
poor-families,pk,The gang involved in extracting bone marrow from the spine of girls had been operating in Punjab . The group used to lure girls belonging to poor families by offering them attractive packages for dowry .,0
women,ng,"To me , having any kind of interest in sex was never celebrated . Instead , it was questioned and shamed . This is how many of my peers feel . And never given access to proudly own or be granted access to primal sexual desires , needs and agency can be very dangerous for women .",0
refugee,za,"""Sensitivities have to be considered . For example , when the premier of the Western Cape made her now very infamous """" refugee """" and """" professional black """" comments earlier this year , I did n't think she was racist nor did I think she was abusing the privileges she had been given in the Constitution .""",0
migrant,tz,Illegal migrants accused of voting during civic polls,0
disabled,us,"""Another piece mocks corrupt members of the disabled community : """" Over five San Francisco wheelchair users who make their living by suing inaccessible restaurants gathered outside the headquarters of Chuckles Fine Dining to protest the chain 's exceptional commitment to the Americans with Disabilities Act . ' This is a travesty , ' lamented activist Yorick Ponzi . ' How are we supposed to make a living when big corporations like this suddenly start taking the law seriously ? ' """"""",0
poor-families,ca,Bernard also denies the act unfairly targets poor families . She said the legislation has nothing to do with a family 's income and everything to do with people 's ability to parent .,0
women,ie,"""Calling the range a """" tribute """" to the two women , Simone wanted to ensure she also injected some of her personality into proceedings .""",0
disabled,pk,"He said that these persons including 48 Blind and 40 Special persons had been appointed in the offices of Civil Defense Department , Directorate Colleges , Fatima Jinnah University , Secondary Education , Higher Education Commission , EDO Works , University of Engineering Taxila , Health Department and in private sector also . He said that these appointments have been made on merit . He also said that rehabilitation work for the welfare of disabled persons would remain continued .",0
in-need,pk,"""The ICRC head of delegation in Pakistan Reto Stocker said , """" Our focus in Pakistan has been to develop local partnerships and promote best practices , and this centre is another example of how the ICRC is reaching out to people in need of humanitarian assistance .""",0
homeless,gh,"The owner of the house , Michael Tetteh Nartey , 37 , said his family has been rendered homeless , adding that they have no cloth to wear since everything has been burnt .",0
immigrant,pk,"Self declared civilized western countries blocking immigrants and robbing countries which these immigrants are coming from , yet support corrupt leaders who are causing misery and suffering to their own nations and opposing leaders who wants to do change and bring improvement so people do not have to suffer like this .",0
poor-families,za,Masemola said the students were all from poor families and had lost a lot of money preparing for the trip .,0
homeless,ie,""""""" It is important to note that the Council still consider these individuals as homeless and in all cases are planning their ultimate accommodation to be delivered through HAP ( Housing Assistance Payment ) , """" he said .""",0
women,ca,"The power of suggestion worked . When the women learned the patch had nothing in it , they had the emotional epiphany Dove was looking for .",0
women,ca,Ekaterini Stefanidi of Greece won the gold medal in the women 's pole vault with a mark of 4.85 metres .,0
immigrant,pk,"According to an official of the FIA , the Pakistani illegal immigrants arrived by Gulf Air flight GF-770 via Bahrain . All the deportees were shifted to the anti-human trafficking cell of the FIA for investigations .",0
homeless,ie,A homeless man can not continue with part of a court action in which he claims he is entitled to be on a council list for two-bed rather than one-bed accommodation . File photograph : iStockPhoto,0
hopeless,bd,"Whole nation feels frustrated , insecure and hopeless . We wonder whom we have voted to our sacred Parliament . They are giving absolutely wrong message and wrong teaching to our present generation . Nation badly needs to get rid of them to move forward .",0
disabled,sg,"But hiring such staff is not without its challenges . For instance , there may be resistance from managers and other employees who might not be comfortable with having colleagues who are disabled .",0
homeless,gb,Funding a new single support service to prevent homelessness,0
immigrant,ng,"""Italy 's far-right anti-immigrant Deputy Prime Minister Matteo Salvini , who came to power in early June , has closed Italian ports to the NGOs which he calls """" smuggler helpers """" .""",0
refugee,hk,"""The refugees now face detention and deportation , and their lawyers have 14 days to appeal and possibly extend their stay . """" The decisions are completely unreasonable , """" their lawyer , Robert Tibbo , said yesterday . The procedures had been """" manifestly unfair """" toward his clients .""",0
poor-families,tz,People interviewed by The Guardian said the HESLB was established purposely for helping students who can not meet university costs in the course of pursing their studies . They said many students from poor families have been left out this year .,0
in-need,bd,"Diego runs an animal rescue center in the rainforest . Diego goes to rescue these animals whenever he hears them cry , and Alicia takes Diego and baby jaguar to the animals in need .",0
hopeless,tz,"Amid hopelessness , South Sudan has been described as one of the world 's most dangerous countries for aid workers .",0
disabled,tz,"However , Mwakatobe hailed the government on its plan on assisting disabled people but urged it to make follow up and ascertain the extent of execution .",0
disabled,au,"Then , in the 1960s , the most un/popular disability toy was the Mr Magoo Toy Car which Everybody : An Artifact History of America argues was integral in galvanising disability rights protests . As a number of disabled war veterans joined the disability rights movements , both GI Joe and Ideal Toys released disabled hyper masculine action figures in the 1970s .",0
homeless,sg,"Mr Abraham Yeo , from volunteer group Homeless Hearts of Singapore , said younger homeless people , in particular , seek out places such as 24-hour eateries or Internet LAN shops .",0
migrant,au,"Philippine President Rodrigo Duterte on Sunday said the temporary ban on Filipinos going to work in Kuwait is now permanent , intensifying a diplomatic standoff over the treatment of migrant workers in the Gulf nation .",0
migrant,my,"His first book , Inside the Jewish Bakery , naturally led to The Rye Baker . While researching a chapter on rye bread , he learned that by the end of World War II , the rye breads that came with immigrants from northern , central and Eastern Europe had faded from the American scene . The stickiness of rye dough makes production on an industrial scale nearly impossible .",0
in-need,in,"Q. How much shift Tanzania had witnessed in pulses export , Major policy thanks believe that pulses are cheaper in nature from meat and good in satisfying protein needs , what do you say ?",0
migrant,us,"Immigration and Customs Enforcement , a division of DHS , currently uses private prison groups like Corrections Corporation of America to run some of its detention facilities for migrants .",0
disabled,nz,"Much as people can get sneery about UN commentaries upon their country , the Minister for Disabilities Issues Carmel Sepuloni welcomed this one for the right reasons as an area where international comparisons could prove particularly helpful alongside feedback from our own disabled community .",0
immigrant,ke,This is the second batch of immigrants to be deported from the US in five months,0
immigrant,ng,"Trump has taken strong anti-immigrant stances after running a campaign that focused on limiting Muslim refugee access to the U.S. and building a wall to border Mexico . On Friday , the president signed an executive action to establish new vetting procedures for some people seeking to enter the U.S. , saying the measure would prevent terrorists from being admitted .",0
homeless,au,"People across Australia ordered pizzas to be delivered on Saturday night , with the ample leftovers donated to local homeless shelters .",1
hopeless,gh,Ghana athletics hopeless over gov't support - Dradozi,0
poor-families,in,"Citing information obtained under the RTI laws , the PIL has contended that many well-to-do families have found place in the BPL list , while many poor families are excluded . While widows with non-male earning members do not figure in the list , there is a place for families that own four wheelers .",0
in-need,ke,"""According to Bourdain , """" Chefs have been at the cutting edge of efforts to contend responsibly with the problem of food waste , perhaps because they , more than others , are painfully aware of the egregious volume of perfectly usable , nutritious food that could otherwise feed people in need , being thrown out in our restaurants. ?""",0
immigrant,ie,""""""" Yes Meryl , you 're just like an illegal immigrant or starving refugee . Fuck off . Just carry on adding to your 100s of millions you 've earned from playing pretend . You 've known nothing but extreme wealth and privilege your whole life , so do n't look down your nose at sport which has probably helped a lot more people than the expensive drama schools you attended . Happy Tuesday haha ! """" he added .""",0
women,sg,"""In its mouthpiece Saamana , the party said , """" In a lot of places in Maharashtra , women are protesting against the sale of liquor . Even after being aware of it , Maharashtra Minister Mahajan 's remark is very unfortunate """" .""",0
immigrant,ng,"But Trump argued that DACA protected people who broke US laws , was unfair to legal immigrants , and encroached Congress 's power to make immigration laws .",0
homeless,ng,... Rainstorm rendered Jakande residents homeless Another part of Lagos that the rainstorm wrecked was Jakande Estate area of Ejigbo local government . A particular building with block number 331 flats 5 and 6 had its entire roof pulled out by the wind .,0
in-need,sg,"A refrigeration truck will help The Food Bank store these perishable goods and also will help with the distribution of these fresh items to homes in need . This is especially important since many underprivileged people eat instant noodles three times a day , according to Miss Ng . Fresh food will help them eat better and prevent diseases such as diabetes and heart disease . <h> 2 . Donate",0
migrant,sg,"He believes many German schools struggle to meet the needs of these at-risk children , who often come from immigrant families or single-parent homes .",0
migrant,ca,"Besides the restraint program , the first Conservative majority budget will also introduce major changes in the way Ottawa selects new immigrants , regulates environmental projects and funds research and development by businesses .",0
homeless,ph,Rapid Damage Assessment and Needs Analysis ( RDANA ) Mission Team from the Office of Civil Defense ( OCD ) Cordillera earlier emphasized the urgency of delivering the relief goods to the disaster stricken municipalities with major road networks to the upland communities remain impassable and many families have been rendered homeless due to super typhoon Lawin that badly hit Abra last month .,0
immigrant,in,"Kolkata , Dec 7 A border protection grid on the lines of Unified Command set up in insurgency-hit states will soon come up in five eastern states sharing borders with Bangladesh to check illegal immigrants including Rohingyas .",0
vulnerable,za,"The Gauteng Human Settlements MEC , Lesiba Mpya , has promised to meet with the community to hear their concerns , however , he failed to meet his engagement . It is clear that the L&amp;J community has been neglected by an uncaring ANC government . The ANC is too busy furthering its own interests to care about the needs of the most vulnerable .",0
immigrant,za,"In mid-October , nearly 300 would-be immigrants tried to break though the metal barrier of the Spanish enclave of Melilla in northern Morocco which , along with Ceuta , is the only land border between the two continents .",0
immigrant,pk,"Hasan Minhaj is a comedian , actor , and writer from New York . Throughout his career , Minhaj has focused on dismantling racist and religious stereotypes , especially regarding Islam and Muslim Americans . Growing up in a largely white neighbourhood in Davis , California , the son of Muslim Indian immigrants , Minhaj was subject to bias at a young age . He frequently channels his personal experience and stories -- like a hilarious gig about his first crush , who said he was the colour of poop -- into his work .",0
refugee,nz,"Today , Monday 13th November , Peace Action Wellington have locked down the Australian High Commission . Peace activists have locked themselves to the gates of the High Commission preventing anyone from leaving , to draw attention to the situation of the refugees and asylum seekers on Manus Island . Refugees have been indefinitely detained by the Australian government in illegal camps and are now being forcibly moved into even more precarious situation .",0
migrant,lk,"""By the third quarter of the sixteenth century , as we know , the Kingdom of Kotte had split apart . That was not all . Bhuvenaka Bahu VI had been accidentally felled by a Portuguese bullet in 1551 . His son and heir had become a Portuguese military puppet and his kingdom was propped up by Portuguese military support against the onslaughts of the Sinhalese forces led by Mayadunne and Rajasinghe I of the Kingdom of Sitawaka . At the same time the Portuguese were successfully extending the Catholic religion among the people residing in the maritime areas , some of whom were recent immigrants and presumably Tamil or Malayalam speakers . Thus , in the year 1556 on one occasion """" more than 70,000 careas Karava people with their Pantagatim headman """" accepted the Catholic faith. 9""",0
immigrant,in,""""""" Even though several incidents of tenants ' involvement in criminal activities have been reported , there is no provision for registration of landlords and tenants . We welcome the police intiative . This will curb crime and put a brake on stay of illegal immigrants , """" said Manoj Das , a resident of CDA locality here .""",0
vulnerable,ng,"Therefore , for as long as open defecation continues in Kogi varsity , the female students will continue to be among the statistics of those vulnerable to risk of serious diseases .",0
migrant,gh,They told all immigrants workers who desire to return to their countries or communities as a result of joblessness and has become stranded due to the government 's policy to depart peacefully and safely without fear of intimidation at the destination points of entry and arrival .,0
disabled,ng,"Cubs slugger Kris Bryant hit a two-run homer in his return from the disabled list , and All-Star Javier Baez tied the game with a solo homer to start the seventh .",0
migrant,us,"These numbers , assigned to immigrants by the Department of Homeland Security , typically accompany the documents that immigrants present as proof of lawful presence when applying for a license .",0
refugee,sg,"Migration , an issue that has vexed Germany since its 2015 refugee crisis , has proven fertile ground for other directors at the festival , where they present movies looking at refugees ' stories of escape , arrival and integration .",0
refugee,pk,"The NGO worker said the returning families could be seen living in tents along the road from Torkham to Kabul . Earlier , the refugees were not allowed to construct houses on state land in Afghanistan , but now they face no such restriction as a large number of people have returned to their country in recent months . The Afghan government has also relaxed rules for the students .",0
in-need,za,""""""" The main need of the refugees today is the food . The World Food Programme ( WFP ) is going through some difficulties , so I am calling on the international community to help , """" Khassim Diagne , the representative in Liberia of the UN High Commissioner for Refugees ( UNHCR ) , said in Monrovia .""",0
in-need,jm,"The words of Desmond Tutu , rings true for 31 year old Ayesha Allen , president of the Gift of Love Ja . who believes that championing the cause of those in need and starting a charity to fulfil it is a part of God 's plan for her life .",1
in-need,jm,She probably felt sorry for him and felt that he was in need of sex . She has destroyed the good relationship that both of you have had . I find her statement to be repugnant .,0
hopeless,nz,"By the time Feinsod left on a bus in the middle of the night , he had been accused of being a hopeless coach and exaggerating his CV .",0
poor-families,ng,"Harvey said that the issue of violence against children was critical to the country as it was not confined to poor families , or to marginalised children or children living in the shadow of conflict .",1
women,in,"Sarpanch of the village was also present in the said camp in which women put their grievances and CJM Bansal directed the sarpanch and para legal volunteers to collect their applications and submit in the office of DLSA , Panchkula for further correspondence . <h> more from times of india Cities <h> Comments",0
hopeless,gh,"CONTROVERSIAL Ghanaian rapper , Wanlove , has waded into the issue of the country 's economic mismanagement , strongly attacking the John Mahama 's NDC administration for creating a confused and a hopeless state of affairs for the people of the country .",0
hopeless,sg,"""Hopelessness worse the crisis , the collapse or revolution , for it may be endless . If we organize our political life , it turns out """" landscape of despair """" . But hopelessness is worse the crisis , the collapse or revolution , for it may be endless ... Well , see for yourself what ...""",0
homeless,au,"The bill reveals just how much libraries , which are open to the public and welcome homeless people , have had to cope with the crisis : Library workers in towns and cities across New York describe finding used syringes and glassine envelopes in doorways and patrons slumped over in bathrooms .",0
homeless,za,"A family was left homeless with no belongings when their home on Duvenage Avenue , Edleen burnt down on Sunday at around midnight .",0
disabled,hk,"However , this year he met a group of enthusiastic disabled runners as well Paralympic Games competitors at an event in Hong Kong .",0
hopeless,au,"""The wild-eyed young man had hopelessly tangled hair and wore rumpled baby-blue scrubs . He gestured frantically . """" This is 88.5 National Public Radio , """" he said in a spot-on announcer 's voice . """" Donate to our pledge drive . Do n't listen for free , that 's stealing . Now here 's Ofeibea Quist-Arcton . """" He spun three times , stopped on a dime , and flashed the familiar """" jazz hands """" pose before walking away .""",0
poor-families,gb,"""She will state : """" It is n't a foregone conclusion that children born to poor families are half as likely to get to university as their wealthier classmates .""",0
women,pk,"A Finnish study found being exposed to carcinogenics in the dyes was linked to a 23% chance of getting the disease . Users of birth control methods such as the combined Pill and IUS coils could also face the same plight . Post-menopausal women fitted with the latter have a 52% greater chance of developing breast cancer . And there is a 32% increased risk for those who use the former hormonal-based contraceptive , the researchers claimed .",0
vulnerable,pk,"According to the senior superintendent of police , police were informed that the hostel was not adequately secured and was among more vulnerable areas in the city . Security in Peshawar had been beefed up for Eid Miladun Nabi .",0
refugee,us,"The global refugee halt is not addressed in Trump 's new proclamation , but officials said he is preparing within days to set a cap on refugee admissions for the next fiscal year , which starts Oct. 1",0
vulnerable,ca,"This game is the latest in the long-running and growing strategy-RPG series , and comes hot on the heels of the recently released free-to-start game Fire Emblem Heroes on smart devices . Fire Emblem Echoes : Shadows of Valentia will see players take control of the two separate armies of Alm and Celica as their differing quests attempt to achieve the unified goal of bringing peace to the land of Valentia . Battles in the Fire Emblem series see players take their small force of recruited soldiers against increasingly powerful armies in turn-based battles that require careful tactical planning , as mistakes or failed attacks will see units become exposed and vulnerable to enemy attack .",0
in-need,za,"The Portuguese superstar has raised money for various causes , including donating more than $83,000 to a 10-year-old fan in need of brain surgery . He is also a global spokesperson for organisations that tackle issues around childhood hunger , obesity and biodiversity , among others .",1
immigrant,ph,"The program does not give them residency status , but temporarily protects them from deportation and allows them to work legally . The protection can be revoked at any time and some young immigrants have lost their DACA protections after being arrested for a crime .",0
disabled,au,"The winning entrant has now been announced . It comes from a Turkish designer and is called the Karsan V1 . Before submitting entries , each designer had to abide by certain criteria including coming up with a taxi that was environmentally conscious , one that was able to accommodate the disabled and a cab that was small enough to scoot around busy city streets .",0
poor-families,gh,"When in those days it was difficult for people like us from poor families to even get what to eat before and after school , I still managed to make some little savings to buy the Daily Graphic quite regularly , and at the weekends the Sunday Mirror ( as it used to be called then ) and the Weekly Spectator . Perhaps it was no co-incidence that I later worked at Daily Graphic most part of the over 20 years I have been a journalist .",0
in-need,jm,"The financing of the court is a matter that has suffered from either misapprehension , or deliberate obfuscation and is , therefore , in need of clarification .",0
hopeless,ph,The hopeless romatic loves it while the bitter person feels uncomfortable especially if its their ex with the girl they hate . Some love seeing the act while others are offended .,0
disabled,ca,"Astros : C Brian McCann , on the disabled list with right knee soreness , had a second straight heavy work day on Wednesday and manager A.J. Hinch said he could come off the disabled list sometime this weekend .",0
poor-families,my,""""""" We hope that the children will be able to be the role model themselves towards other children of urban poor families and be symbols of hope and possibility , of never giving up .""",1
vulnerable,my,Mexico is one of the countries most vulnerable to hurricanes because of its thousands of miles of coastline on both the Atlantic and Pacific and its proximity to the hurricane belt . -- AFP,0
women,tz,"The figures mentioned above are inclusive of men but have decided to single out women- our mothers- as an appreciation of their love to children . They paint a very gloomy picture and calls for every effort to protect women and children all over the world . As you are reading through the lines , right now you have a very touching story to tell about your own mother or your neighbour 's mother .",1
disabled,ph,"Government assistance to the poor , elderly and the disabled is constrained by budget allocations .",0
disabled,my,""""""" Under it lies initiatives such as the introduction of a National Transformation 2050 public transport pass costing between RM50 and RM150 with unlimited monthly access for students , working youths , senior citizens and disabled persons .""",0
vulnerable,za,""""""" But that 's often because the resource is been spread too thinly because you 're using the same amount of water for more crop land which is actually a bad thing because it makes the crops more vulnerable so while efficiency is a good thing , the land is more vulnerable to drought . """"""",0
in-need,ie,You can pick up screens for very little at auction but they 're often in need of TLC . One idea is to cover them in decorative wallpaper like this Frontier print from traditional paper company Cole and Son .,0
disabled,pk,Wheelchairs will be arranged for disabled and sick passengers who will be boarded on the plane by ambo-lifters .,0
vulnerable,ph,"Created under the 1987 Philippine Constitution , the CHR is mandated to conduct investigations on human rights violations against marginalized and vulnerable sectors of the society , involving civil and political rights .",0
poor-families,us,"And when the Great Recession hit in 2008 , the states began turning away people in droves ; even as millions of Americans fell into poverty , the welfare rolls did n't increase , meaning that a smaller and smaller portion of America 's poor families are getting cash assistance from the government .",0
migrant,ng,"Human traffickers are increasingly using Tunisia as a launch pad for migrants heading to Europe as the Libyan coast guard , aided by armed groups , has tightened controls .",0
hopeless,ph,"""In their resolution , the post-1986 lawmakers blamed the """" hopelessly defective """" and """" inoperable """" nuclear plant on the """" collusion of foreign interests and the regime of Mr. Marcos in the US nuclear export licensing proceedings . """" As a result , serious safety questions surrounding the PNPP were never adequately resolved .""",0
refugee,jm,"The Secretary will travel to Bogot ? on February 6 , where he will meet with President Juan Manuel Santos , Foreign Minister Mar ? a ? ngela Holgu ? n , and other senior Colombian officials to discuss matters of importance including US support for Colombia 's efforts to address the surge in coca cultivation and cocaine production , economic issues , and the growing refugee population .",0
in-need,bd,"During a recent visit , a number of parked rickshaws , human haulers , and microbuses were seen in the playground without a gate . There were three shops and several offices inside the playground . The gallery also appeared to be in need of dire maintenance .",0
in-need,nz,"This Christmas , Epuni Baptist Church volunteers will be giving away Klosen 's bread to families in need .",1
homeless,us,"Homelessness among the elderly can happen suddenly , because of a traumatic event , or it can happen as part of a lifelong cycle of poverty . And it 's on the rise . According to the National Alliance to End Homelessness , the number of homeless elders is expected to increase by 33 percent by 2020 and to double by 2050 . Mark Hinderlie , CEO of Hearth , the homeless housing organization where Morris lives , said this increase will happen because of two groups .",0
immigrant,ca,""""""" The act wisely provides a mechanism to ensure aspiring immigrants do n't unduly burden the system , because that would n't be fair , """" said Sergio Karas , a Toronto-based lawyer . """" The system is already over-taxed . All you need to do is walk into any emergency room and you see what the problem is . There are people in the corridors for hours on end . """"""",0
vulnerable,ie,"""Speaking at the SXSW festival in Austin , Texas , Page said she felt """" frightened """" during the interview but added , """" You 're not thinking about yourself . You 're thinking about the vulnerable people who are walking the streets of Rio and might not know this man is walking right by them or he might just run them over in his car . """"""",0
