community,country,text,labels
vulnerable,ng,""""""" As part of our effort in this direction , we have put in place , through the Rural Electrification Agency , the Energizing Education Programmes , with the intent of , inter alia , providing off-grid captive Power Plants for tertiary institutions , thus freeing them from vulnerable dependence on the national grid .""",0
in-need,in,"The prologue talks about four friends , who are unemployed and in need of quick money .",0
poor-families,ph,""""""" It all comes down to poverty . When you look at the drivers in those indicators , those things are happening to poor families in much greater numbers , """" Olney said in a media briefing .""",0
vulnerable,ke,""""""" These children are vulnerable and need to be helped , loved , recognised and supported . Their hearts need to be positively touched by privileged members of the society , """" said Mumassaba .""",1
immigrant,ca,""""""" Attracting and retaining immigrants with high levels of skill will help Canada compete in the knowledge-based world economy , """" he added . """" With this initiative , we are telling the innovators of tomorrow that Canada is ready to welcome them and their ideas . """"""",0
migrant,hk,Australia currently takes immigrants with a Significant Investor Visa with a requirement of at least A$5 million ( HK$29 million ) .,0
disabled,ca,"Glinert booked them when they were still relatively unknown , but by the time they arrived in Toronto they had broken big . Because of the rise in status , Zeppelin refused to play unless they were paid a fee more in line with their new standing . The concert promoter was frantic , but Glinert had a solution . After arranging to have the band 's van disabled , he told them it would n't be fixed until after they played . The concert went ahead as scheduled .",0
migrant,lk,"All sides at the summit said the toughest issue remained Britain 's drive to restrict welfare benefits for migrant workers from other EU countries , with east European states fighting to preserve the rights of expatriates already working in the UK and elsewhere .",0
homeless,us,"""Myth 6 : Bedbugs prefer unsanitary , urban conditions """" Bedbugs are terribly nondiscriminatory , """" Schal says . Bedbugs can be found anywhere from ritzy high-rises to homeless shelters . The prevalence of the bugs in low-income housing is therefore not a result of the insect 's preference , but of dense populations and the lack of money to pay for proper elimination strategies . """" Any location is vulnerable , """" Kells says . """" But some people are going to have a harder time getting control of them because it is such an expensive treatment . """"""",0
migrant,ph,"The US Conference of Catholic Bishops , which also has a leading role in the Catholic migrant campaign , has repeatedly condemned restrictions on immigration and has taken a hard stand against some of the Trump administration 's initiatives .",0
disabled,lk,"National Integration and Reconciliation Ministry Secretary V. Sivagnanasothy said the project would also provide livelihood support to conflict-affected vulnerable families specially the refugee returnees , internally displaced persons ( IDPs ) and war victims . He said assistance would be prioritized to families headed by women , families with disabilities , disabled ex-combatants , families with missing persons and those living under extreme poverty .",0
women,au,"""Why do women often make height such a non-negotiable deal breaker ? A study by the University of North Texas found women looked to date men who were taller than them for """" protection and femininity reasons """" , despite advances in equality . While just 13 per cent of men specified wanting to date women shorter than them , almost half of the women said they were only looking to date taller men .""",0
migrant,nz,"We see the tensions Canada and the US are having over the North American Free Trade Agreement ( NAFTA ) , and the difference in their values over issues such as the treatment of immigrants or the environment . We see the UK currently leaving the European Union because it can not continue down the EU 's path of building a Single European State .",0
disabled,ng,"Jose Abreu , activated from the disabled list prior to the game , had three hits for the White Sox . He was put on the DL on Aug. 22 following surgery for testicular torsion .",0
hopeless,ca,But the problems do n't end at the border . Part of the reason for this influx is that the existing refugee determination process that is centred in the Immigration and Refugee Board is hopelessly backlogged and pretty much guarantees years of residency in Canada before there is some possibility of removal .,0
migrant,in,""""""" We feel in general no migrant should be detained for being a migrant , """" IOM spokesperson Joel Millman said , before adding that there was """" no appropriate reason to detain or jail children """" .""",0
migrant,pk,"In Congress , where Obama was to deliver his State of the Union address Tuesday evening , 135 Democrats including members of party leadership signed a letter calling for raids targeting immigrants to stop immediately .",0
in-need,my,"Ai n't nobody should be denied the right to a clean toilet , especially before boarding an aeroplane . And it seems that toilets are a huge issue in Malaysian airports . According to reviews on airline and airport website , Skytrax , airport toilets are in need of major improvements in Malaysia .",0
poor-families,ke,President Uhuru Kenyatta and his deputy William Ruto have been shuttling the country to ' light up ' homes especially those deep in the village where they pose with poor families .,1
migrant,us,"2015 was a tough year for the Chinese economy , which saw its slowest growth in nearly 25 years . Next year looks much the same . The world 's second largest economy has long relied heavily on its massive workforce , and for the country 's more than 250 million migrant workers , the uncertainty is growing . VOA 's Bill Ide has more from Beijing . <h> Video",0
in-need,ph,""""""" Woke up today to see I 've reached 1M followers ! So here 's to you guys : donating 1 house to a family in need of a home in our GK Village Ave Maria , Tanay Rizal . My way to say thank you for following me and our way of giving back , """" she wrote .""",1
migrant,pk,"A huge influx of asylum seekers brought on by the migrant crisis , rising unemployment and frozen reforms have driven voters away from the two centrist parties that have dominated Austrian politics since 1945 .",0
refugee,us,"Trump is also withholding tens of millions of dollars from UNRWA , the UN agency for Palestinian refugees .",0
homeless,ph,"This made the storm , which also left 4.4 million people homeless , one of the deadliest natural disasters in Philippine history .",0
refugee,gb,A refugee tries to force the entry to a camp as Macedonian police officers control a crowd after crossing the Greek border into Macedonia near Gevgelija,0
disabled,bd,"n Inadequate facilities for the disabled citizens : According to Article 9 of the Convention on the Rights of Persons with Disabilities , State Parties shall take appropriate measures to ensure access to persons with disabilities , on an equal basis with others , to the physical environment , to transportation , to information and communications , including information and communications technologies and systems , and to other facilities and services open or provided to the public , both in urban and in rural areas . In reality , disabled citizen can not claim equal opportunities regarding job and occupation . Besides , existing infrastructural facilities are not in good shape for the disabled people .",0
vulnerable,sg,"You are here <h> Australia , NZ dollars off multi-month lows , still vulnerable",0
in-need,gh,""""""" It is going to be a tough match for sure , considering both sides are in need of three points . We are prepared though if we take our chances and avoid small mistakes I am confident we can go home smiling .""",0
disabled,nz,"Parents caring for their disabled children do not receive payment . In 2010 , the Human Rights Review Tribunal ruled a ministry policy to pay carers only if they were not related to the patient was discriminatory .",0
disabled,nz,There 's no timetable for outfielders Clint Frazier and Jacoby Ellsbury to return from the disabled list . Catcher Gary Sanchez also is on the DL and expected to be miss most of August .,0
in-need,ph,"Juico pointed out that savings would result in higher allocations for all three funds . Prize money will increase , operations will be more cost-effective and charity activities will expand to reach more people in need , she said .",0
vulnerable,ng,"Presently , 21 states are participating in the National Cash Transfer Programme and Kaduna State is inclusive . The programme began in 2016 . <h> FG begins payment of N5,000 stipend to vulnerable persons in Kaduna State",0
immigrant,za,"In a statement responding to Friday 's attack , the Council on American-Islamic Relations blamed an increase in anti-Muslim incidents in the United States in part on President Donald Trump 's focus on militant Islamist groups and anti-immigrant rhetoric .",0
poor-families,in,She reminded people that it was during the Trinamool rule that the scheme of providing rice at Rs 2/kg to poor families was started in the state .,0
disabled,ng,"Like many cities across Africa , there are few facilities in public spaces for disabled people in Lagos , a sprawling megacity of around 23 million people .",0
hopeless,gh,"""It was her second attempt to secure a conviction : the first trial began on June 5 , 2017 , but ended less than two weeks later with the jury """" hopelessly deadlocked """" .""",0
women,us,Spokeswomen for the attorney general and the Tax Commission said they ca n't comment on pending litigation .,0
refugee,tz,"Obviously our hopes and prayers for the people of Burundi is that all goes well , and that wisdom prevails for an equitable solution enabling civic leaders and political groups to rally around , give enough assurance for those in refugee camps and exiles in neighbouring countries to pack their things and go back home .",0
disabled,au,Effective transport can be crucial to achieving of a full life . Research indicates that disabled people can often feel isolated through lack of access to effective transport services . Targeted schemes and policies can help but they do n't provide the same level of independence as when someone is able to choose exactly where they go .,0
refugee,in,""""""" We are concerned by events in the past week at Australia 's offshore Regional Processing Centre on Manus Island in Papua New Guinea where refugees and asylum seekers are holding out after the Australian Government 's decision to close the facility and pull out its support staff , """" Xinhua news agency quoted Office of the UN High Commissioner for Human Rights ( OHCHR ) spokesperson Rupert Colville as saying .""",0
migrant,my,Part of the strain on police stems from managing a surge of migrants .,0
refugee,sg,"Last weekend , the Royal Canadian Mounted Police reported that it picked up 22 people near the border town of Emerson , after they had walked for as long as four hours in sub-zero temperatures . They were taken to offices of the Canadian Border Services Agency , where they all made refugee claims .",0
hopeless,in,"The good news is that even the most hopelessly disorganised child can be taught how to keep his papers , pencils , notebooks and schedules in order . Once you figure out what 's getting in your child 's way , you can figure out to overcome it . Implementing successful systems of organising homework and classwork is not generally taught in school . As a result , students , parents and teachers suffer. ? ?",0
immigrant,bd,"""With the recent influx of Mexican immigrants , Roosevelt Avenue botanicas have started to sell articles bearing the image of Santa Muerte ( """" Saint Death """" ) , a female grim reaper venerated by a small but growing slice of Mexican society .""",0
vulnerable,in,""""""" They are vulnerable to heat strokes . Sometimes the heat creates pressure on the veins . But proper precaution can give them relief , """" he said .""",0
vulnerable,in,"The commission has so far identified 714 vulnerable hamlets and 1,685 vulnerable voters in the two districts . Close to 900 trouble-mongers have been identified and action taken against all of them .",0
women,jm,""""""" That is something that has been a tremendous help to us and these young men and women are very appreciative of what have been done for them , """" he said .""",1
poor-families,ca,"Nakao said the ADB was supporting school-to-work programs , financial inclusion and capital market reform , and conditional cash transfers to poor families in the Philippines .",0
hopeless,sg,""""""" People feel hopeless as the party they support may have no presence in the general election so they simply do n't want to participate in the polls or the registration , """" said Meng Sotheary , CNRP 's director of legislation and electoral affairs .""",0
vulnerable,lk,"Many countries like the United States , Israel and even arch-rival neighbour Pakistan already allow women as fighter pilots . But India has kept them out of such roles , reportedly fearing women would be more vulnerable to sexual attacks , and worries over lodging and physical fitness .",0
in-need,us,"Have you ever thought about donating a kidney to a family member , loved one , friend or stranger in need ? Elizabeth Frost and Tom Ryan can tell you it 's one of the most rewarding experiences ever .",0
in-need,tz,The duo was called by their national football federation ( FUFA ) to join the rest of the squad lined up for the friendly . However Yanga are also urgently in need of the players for their crucial CAF Champions League return leg match against holders Al Ahly to be played in Cairo on Sunday .,0
homeless,ca,"""Teach kids to give back : When Kang runs summer camps with kids , she includes """" Contribution Fridays """" -- the kids work together as a team to make sandwiches for the homeless and dole out the food in shelters .""",1
homeless,jm,"Browne said approximately 86 percent of the 1,800 population is now homeless .",0
immigrant,au,"In the US seasonal work is often done by undocumented immigrants who are especially vulnerable to maltreatment because of deportation threats . There is plenty of surplus labour which allows contractors and farmers to keep wages very low and conditions poor and unsafe , with excess deductions for transport , housing and food ( Majka &amp; Majka 2000 ) .",0
poor-families,pk,"Talking to elected representatives , Shahbaz Sharif said that higher education is not merely legacy of the elite but the right of every child of Pakistan . He said that doors of higher education have been opened for the talented students of poor families through PEEF and not only Punjab but industrious students of underprivileged families from all over the country , including Sindh , Balochistan , Khyber Pakhtunkhwa , Gilgit-Baltistan and AJK are benefitting which nevertheless has promoted national solidarity and brotherhood .",0
refugee,us,""""""" Today 's unanimous Supreme Court decision is a clear victory for our national security . It allows the travel suspension for the six terror-prone countries and the refugee suspension to become largely effective , """" President Donald Trump said in a statement .""",0
refugee,bd,Bangladesh Foreign Minister Ali to brief diplomats on Rohingya crisis <h> The foreign minister will brief Dhaka-based diplomats on the ongoing crisis related to Rohingya refugees as Bangladesh has stepped up its diplomatic efforts before the upcoming UN General Assembly .,0
in-need,tz,The project was launched last week at Nungwi in North District . The area has a high proportion of women and men in need of family planning services .,0
vulnerable,au,"Crown advocate , Andrew Lynch , put to the judge that the child in the car was a vulnerable victim under the authority of a grandmother and a man in the role of grandfather .",0
migrant,sg,"""Some Facebook users such as """" Chris Lee """" applauds PM Lee 's efforts to tackle the problem head on but many others are expressing concern , with many wondering if immigrants are the only solution to Singapore 's low birth rate .""",0
migrant,ie,"U.S. citizens around the country have gathered in force to protest against Trump 's new policy , which temporarily bans refugees and immigrants from several Middle Eastern countries including Iraq , Syria , and Yemen .",0
women,gb,"Yes , to some it might seem a joke but to the kids who have to live in this oppressive environment -- as Brendan himself knows , having written about the Stepford Students in The Spectator -- it 's horribly real . Young white straight males suffer especially : the moment they arrive on campus they are treated like potential rapists ; in lectures they 're harangued by Marxist professors on their ' white privilege ' , as if all ills in the world from the abuse of women to racism are somehow their fault . And the conservatives who should have been fighting their corner just have n't been up to the job because of the fatal weakness so many on the right have : a secret terror that they 're as nasty as the left claims they are .",0
hopeless,ke,Jubilee strategists are engineering a ' fear of a Raila presidency ' and portraying the opposition as hopelessly divided among competing big parties and devoid of a Kenyan agenda .,0
disabled,ke,""""""" Let like-minded Kenyans register as voters in large numbers to ensure a massive win against the Jubilee government next year . We need votes from men , women , youth and the disabled in order to remove Jubilee from power , """" he said .""",0
refugee,sg,"With a repatriation plan in tatters and funding evaporating for a million refugees with ever-growing needs , Rohingya Muslims who fled Myanmar to Bangladesh face a grim future one year after the latest eruption of a decades-old conflict .",0
poor-families,za,Mr Zuma also said the government had made inroads in uplifting poor families ? with many households getting access to electricity and water .,0
women,tz,""""""" At least three to four cases of forcing minors into sex is reported to our centre in a span of one week but even elderly women are raped almost on a daily basis and they dare not to report due to strong patriarch system among Congolese , """" said Sella .""",0
in-need,ng,"We have been a leader on so many fronts , not just on this continent but also in the world -- from our attainment of independence , to our development of a democracy that maintains at its core a pledge of stability and a respect for the rule of law , to our formation of much-needed peacekeeping and other humanitarian missions for other nations in need .",0
hopeless,au,Much play was made of the fact that the train of Ms Markle 's dress featured 53 floral emblems sewn into the fabric to represent the nations of the Commonwealth . But more than half of the member countries of the Commonwealth are republics with their own heads of state . Are we so derivative and hopeless that we can not join them ?,0
women,ph,"""In addition , """" having ICT ( infrastructure ) would be very beneficial for women , because it allows them to work from home , """" said Betti Alisjahbana , founder of ICT services and leadership development company QB International .""",0
homeless,hk,"Another collective sale leads the region 's real estate headlines again today as Asia gets back to work after the western holiday season , with the owners of a housing development hoping to bring in S$355 million to be homeless . Meanwhile , Guangzhou R&amp;F is the latest mainland giant to report encouraging sales numbers and there 's much more if you just read on .",0
homeless,au,"That after his marriage breakup in 2012 , Lake spent time sleeping in his car and his Parliament House office because he was homeless for weeks .",0
migrant,ng,"The Consul General of the Federal Republic of Nigeria to China , Mr. Wale Oloko , says Nigerians are not the targets of the recent Chinese police action on illegal immigrants in Guangzhou , China , as is being circulated in and out of the country .",0
homeless,ng,"The poor man revealed that he has only been given a pitiable sum of ? 2,000 in the last two months . Being homeless did not make things easy for him either as he presently sleeps on the floor at his friend 's place in Florida .",0
in-need,bd,We have a judicial system that is intended to uphold the principle of equality of all before law . Yet our common people find it hard to access the system when in need,0
vulnerable,ca,"The Arctic and the Antarctic are at different ends of the planet -- but that 's not the only difference : the Arctic Ocean is more vulnerable to human-induced changes than the Antarctic Ocean , new research suggests .",0
poor-families,au,Realising the absurdity of wealth discrepancy and social injustice he eventually married and went on to establish Groceryships - a charity that helps poor families put food on their tables and has never been happier .,1
in-need,lk,"Minister Rajitha Senarathne said the current tender procedure of the Government will be changed from January 2017 , in order to accelerate the process . Minister Senarathne added that it currently takes more than nine months to obtain equipment required by the Health Ministry when state health institutions are in need of the equipment sooner .",0
vulnerable,in,Drought-like conditions in the state have rendered forest areas vulnerable to forest fires .,0
migrant,lk,"Bangladesh Prime Minister also pointed out the importance of working jointly to find solutions for the common issues faced by the two countries , like drug trafficking and illegal immigrants .",0
homeless,in,"Survey data gathered voluntarily from homeless youth , as well as behavioural theories and observations of previous interventions , were used to build a computational model of the interventions .",0
vulnerable,jm,"""Turner-Jones explained that a vibrant economy should be defined by """" productivity , has clear rules , protects the vulnerable and provides employment """" . """" Importantly , a vibrant economy must be growing , """" she added , noting that """" setting an ambitious growth target as the Economic Growth Council , chaired by Michael Lee-Chin , has recently done is a step in the right direction . """"""",0
migrant,hk,PathFinders : Making the wishes of vulnerable Hong Kong-born children and their migrant mothers come true,1
homeless,ke,The indemnity agreement stated that the dam owner did not have any legal obligation to make any settlement in connection with the tragedy that killed 48 people and left hundreds homeless .,0
hopeless,ie,"That 's not the idea at all . It is supposed to be an orgy of materialism , drones that do n't work , expensive computer games , motorised scooters , miniature mopeds that cost the same as a small family car . It is supposed to be a hectic schedules of family rows , messy , boozy nights that make you hopeless , and lunches that make you bloated and generally cross .",0
migrant,bd,"""At Davos , the World Economic Forum dedicated this year to cultivate """" responsive """" and """" responsible """" leadership in a world largely lacking both . This mission obviously refers to domestic/national leaders , who must now serve as the bastion of bringing a torn and submerging planet from disaster , whether caused by over-adrenalised presidents and prime ministers , or environmental decay , damage , and neglect , or something else . Clearly , many would be needed , for example , to heal the Syrian scars , home the burgeoning refugee/migrant influxes , and heed the U.N . SDG ( Sustainable Development Goals ) mandate to uplift the deprived , minorities , unschooled children , other suppressed women , and so forth .""",1
in-need,bd,""""""" The United States respects and admires your nation 's compassionate response to those in need """" .""",1
refugee,gh,Reverend Dr. Mbillah warns against politicisation of religion and what he describes as ' religionisation ' of politics which have the potential to destabilise the country and create refugees .,0
disabled,au,JavaScript is currently disabled.Please enable it for a better experience of Jumi. <h> inside innovation : how 6 SMEs shook up business <h> BROUGHT TO YOU BY,0
refugee,gb,"""The Telegraph said that the prince """" risked being accused of involving himself """" in the row over President Trump 's temporary immigration ban on citizens of seven Muslim-majority countries as well as refugees from Syria .""",0
disabled,gh,Bosheba affirms such stories disclosing that he was neglected by some friends while it was very hard for society to accept him as a musician in his own right because he was disabled .,0
migrant,pk,"As far as Kashmir is concerned , it 's something I 've always turned over in my mind . I was in Kashmir once when I was sixteen , when insurgency was beginning to take off after which it became really difficult to travel there . We visited the ancestral village of Kunzergaon not too far away from Srinagar . At that time , there was still a pandit in Multan who kept the family genealogy intact that he recited to us . One of my cousins who is a filmmaker had been back there recently . He said that the temple is gone and the pandits are scattered completely . In other words , I 've lost the few connections I had with the valley . My family left Kashmir in the very early part of 19th century . Their migrant community is around Agra , Lucknow and Kanpur . Later they seeped into Jaipur and the rest of Rajasthan . I 've heard among some circles that there are Punjabi Pandits who do n't speak Kashmiri anymore .",0
hopeless,lk,He said the private media has hopelessly failed to give a glimpse of good deeds of the unity government to the people . ( Sandun A Jayasekera ) <h> Comments - 21,0
hopeless,za,"""Brethren ! When you feel deep emptiness , dry , lost , weak , disappointed , despondent , discouraged , and hopeless ; when divorce is looming , job is lost , abandoned by friends : go home to the Father , He is ready to """" fuel """" you up !""",0
immigrant,my,"Those undocumented comprise of not only illegal immigrants but also locals from the various ethnicity in Sabah whose births were not registered with the relevant government departments by their parents , reporters were made aware .",0
disabled,my,"It 's chef de mission , Pitak Polkhan admitted that Thailand would face a tough challenge from Malaysia to retain the overall crown at the ninth edition of the Games for differently disabled athletes .",0
vulnerable,tz,"According to Ms Mongela , peace and security remains a top agenda for the African woman and it is not negotiable since women and children are the most vulnerable during periods of instability .",0
migrant,ke,"Uganda is considering a request from Israel to take in 500 migrants from Eritrea and Sudan , a minister said on Friday , the first time the East African nation has acknowledged it is in talks over such a deal .",0
disabled,ie,Meet the disabled couple who create incredible works of art using their mouths <h> Share URL,0
migrant,tz,"At least 138 Tanzanians are in refugee camps in Rwanda after being mistakenly sent there in course of the ongoing deportation of illegal immigrants , the Legal and Human Rights Center ( LHRC ) has reported , blaming it on ' hatred by some ward executives and other local government leaders ' .",0
women,au,"Kodaira won the silver medal in the women 's 1,000 meters at the world single distances speedskating championships last week , adding to her first world gold medal in the 500 .",0
poor-families,in,DMK working president M K Stalin on Sunday condemned the proposal of the Centre to conduct NEET online through the National Testing Agency . The move is an attempt to destroy the dreams of students from urban poor families and those from rural areas aspiring for medical education .,1
refugee,us,"""Countries in the EU are now not """" sovereign nations """" since they have no borders and no control over who enters . Some are rebelling -- they do not want their cultures , their languages , their laws disappearing due to the orders they are given regarding """" refugees """" . You ca n't blame these countries for wanting to keep what they fought to have .""",0
homeless,za,"Others , such as Georgina Matabane , a Lotus Gardens resident who was left homeless after being evicted from a house she occupied illegally , argue that Phahlane is a troublemaker who has brought misery to many .",0
immigrant,nz,Illegal immigrants grow commercial-scale cannabis in rentals,0
vulnerable,jm,"Some of the topics discussed were water management and use efficiency for small farm production , managing water in hillside agricultural production , crop modelling , the risks of climate vulnerable small farming and financing climate change action .",0
disabled,za,Mugg &amp; Bean has held a training session for its staff with blind patron Mark Cussons to teach staff how to serve disabled customers .,0
in-need,ke,BEIJING China ( Xinhua ) --The first World Humanitarian Summit kicked off in the Turkish city of Istanbul on Monday . How to deliver the humanitarian aid supplies more speedily and efficiently to those in need is one of the main topics on the agenda .,0
homeless,au,"A week after releasing the new definition , the ABS recast the estimate of people who were counted as homeless through the census process in 2001 and 2006 . As a result , the number of homeless Australians counted changed from about 100,000 to over 95,000 in 2001 and 105,000 to almost 90,000 in 2006 .",0
refugee,bd,"Blanchett visited the refugee camps in Bangladesh in March this year.The Rohingya have long been treated as outsiders in Buddhist-majority Myanmar , even though their families have lived in the country for generations .",0
migrant,pk,"He said that the impression of him being against Urdu speaking people is wrong . He said that his party has more than two thousand Urdu speaking workers . One of our party workers got killed recently in Tando AllahYar was an Urdu speaking Rajput community member . He said the Pakistan resolution of 1940 clearly had implied that a wave of migration will take place , and it happened and people of Sindh welcomed these immigrants with open hearts .",0
immigrant,ke,"The police have on several occasions rounded up dozens of illegal immigrants especially from Ethiopia , who have been discovered locked up in congested rooms in Kenyan towns and cities .",0
poor-families,ph,"MANILA -- The number of poor families benefiting from free medical services have almost tripled to 14.7 million in 2014 from last year 's 5.2 million , the Philippine Health Insurance Corp . ( PhilHealth ) said Monday .",0
disabled,sg,""""""" What happened on Jan. 18 , when we lost contact with the ship , was that the crew disabled the communications on purpose . """"""",0
vulnerable,sg,"Newly mobile toddlers are the most common lead victims , but school-aged kids and adults are also vulnerable .",0
poor-families,pk,"Transparency in the distribution of wealth is the major issue . The programme does not ensure transparent distribution system . Social welfare programmes need non-political agenda to achieve aims and objectives . BISP is a complete failure in this respect . This programme does not focus on the overall financial uplift of the masses . It is not for development of social sector . It is simply programme of temporary financial relief to poor families , provided the deserving candidates have it .",0
in-need,lk,"Emphasis was also given to foster reconciliation and unity and to assist those in need , whose needs the SLAF had the wherewithal to fulfill .",0
women,ca,No one knows exactly why some women who were captured and abused became killers . Maybe it was the indoctrination . Maybe it was the militants ' threats .,0
disabled,us,"""Paro the furry seal cries softly while an elderly woman pets it . Pepper , a humanoid , waves while leading a group of senior citizens in exercises . The upright Tree guides a disabled man taking shaky steps , saying in a gentle feminine voice , """" right , left , well done ! """"""",0
women,sg,"RIVERHEAD , N.Y . ( AP ) -- Cars converted into stretch limousines often lack life-saving safety components such as side-impact air bags , reinforced rollover protection bars and accessible emergency exits , according to a special grand jury that looked into a limousine crash that killed four women leaving a New York winery .",0
disabled,us,"But even here , they stayed on the move , living in three different homes just this month , including 214 Waverly Way , where Keowin sexually assaulted the 20-year-old disabled man and the 17-year-old girl between Jan. 2 and Jan. 5 , according to police .",0
hopeless,gb,"Joy probes a bit deeper , asking a series of questions : Do I feel hopeless ? Do I feel restless ? When I respond that I 'm a bit stressed , Joy offers me several de-stressing techniques .",0
immigrant,ie,"Having passed the five hundred mile ( 805km ) mark in the last week of my run retracing the route the Irish immigrants of 1847 took along the Saint Lawrence from Grosse ? le to Toronto , my understanding of the story of Irish migration to Canada both pre and post 1847 continues to reveal the deep correspondence and influence of numerous immigration waves of Irish to Canada .",0
immigrant,gb,"The lack of ID papers is not just a problem for native Argentinians but for immigrants : 30% of the requests for advice from Microjusticia Argentina come from undocumented migrants from Paraguay , Bolivia and Peru .",0
women,hk,"Three out of the four women hospitalised , and one victim now requires surgery for her injuries .",0
women,au,EARLIER : BOORAL couple John and Janice Frescura and their daughter Robyn are the family at the centre of an apparent murder-suicide that claimed the lives of the two women in Booral on Thursday morning .,0
vulnerable,ke,"It is clear from the pronouncements made by both parties that not a lot of thought preceded the promises they are making and Kenyans are likely to be disappointed . In retrospect , the implementation of free basic education Kenyans reminds us that haphazard decisions have serious ramifications on the education sector and vulnerable members of society .",0
in-need,pk,"Advanced registration for the event is $20.00 , with same-day registration costing $25.00 . All proceeds will be donated to the River Food Pantry of Madison to help those in need .",0
in-need,jm,"As the crisis continues to unfold , the ministry has provided the following numbers to Jamaicans who are in contact with persons in need of assistance in Texas :",0
migrant,sg,"Yet Kakabaveh is ruthless in her criticism of Sweden 's shortcomings on integrating immigrants , giving it a failing grade .",0
refugee,ng,"And like temporary refugees , they became the problem of the Izon sons and daughters in the corridors of government in Asaba , the delta state capital . For three days running they literally begged for transport fares to return to their bases in Benue state . When asked why do they want to return to Benue when their lifelines had been truncated severely the Illicit Law ? And why ca n't they engage in some other forms of businesses that are legal and stress free ?",1
hopeless,ie,The judge was satisfied that by 2014 the company was hopelessly insolvent and that insolvency probably dated back to at least 2009 . There was strong evidence it was permitted by the directors to continue trading while insolvent from at least 2009 onwards .,0
homeless,za,Shumugum was well known among the local community for her charitable deeds and missionary work to homeless people on South Beach where she and her husband Jonathan Shumugum regularly fed them .,1
in-need,ca,"Heading into its 34th year , the annual food festival was in need of a new location due to the closure of Churchill Square for LRT construction .",0
homeless,hk,"""The match was informal and no one seemed to know the result . Most insisted it did n't matter . """" In your life you win and lose , """" said Eddie Wan Yuen Hung , the Hong Kong homeless team 's coach and former coach of Kitchee SC , one of the area 's top sides . """" You need to learn how to lose . We use football to teach the players that . """"""",0
migrant,ph,"""Martinez said Bishop Millamena said those who have neglected the plight of Filipino migrant workers should be held accountable """" not just because they are members of the IFI but most importantly because they are children of God . """"""",0
vulnerable,pk,PSDF aims to provide skills and vocational training opportunities to the poor and vulnerable populations of all 36 districts of Punjab for improving their ability to find work or progress in their current employment .,0
migrant,us,Over 100 Tulsans March In Support Of Immigrant Community,0
migrant,ph,""""""" The Philippines would also lose out if Trump pushed ahead on plans to ban immigrants from ? areas of the world where there is a proven history of terrorism against the US or our allies ' , """" Mr. Leather added .""",0
disabled,au,HACC House coordinator Deb Graham is delighted that the children are volunteering with this day facility which serves many elderly and disabled residents of town with its various programs .,0
hopeless,ca,"But what is most striking about Mr. Trump 's answer is the bleak picture he pains of inner-city America and black life : poverty , gun violence , poor education and hopelessness .",1
migrant,gb,""""""" If another wave of migrants would hit Europe , that would risk the security , would make the integration impossible , and would seriously put the existence of the EU in danger . """"""",0
immigrant,ke,He said his engagement with the community showed that the people were only acting against immigrants perpetrating crimes in the area .,0
hopeless,in,"The coming fury of angry America is as palpable as it is silent . What will that tiny part of a tiny part of the earth 's population do when the utter hopelessness of the situation washes over them and the tides of history curl around and bear them , inexorably , into the past ?",1
homeless,ke,""""""" So instead of recrimination , let us join hands in common work . Let us feed the hungry , let us house the homeless , let us give work to those who have none , and let us bring medicine to those who are ill , """" Uhuru said .""",1
disabled,ca,"In the past , the Chief Electoral Officer could use ads to encourage people to the polls . Under the new rules , the Officer 's advertising capabilities are limited to ads regarding how to become a candidate , how to be added to the list of electors , how voters can establish their identity and address at the polls , and how elections officials can assist the disabled on election day .",0
homeless,au,"It was established in 1987 to care for vulnerable people in the Kings Cross area . At first it offered its services to sex workers , then young people , then homeless and injecting drug users .",0
in-need,au,A Brisbane woman behind a charity committed to providing women in need with personal hygiene products says no woman should ever be forced to go without .,1
vulnerable,ph,"""De Guzman said that , more than being a requirement of the law , creating an action plan should be a moral responsibility : """" Non-action on climate and disaster risks is a social sin and a form of injustice to the poor and the most vulnerable . """"""",1
vulnerable,gb,"""Speaking after the inquest Antony 's mum , Zena Stevens , said : """" It 's an unbearable loss . Antony was n't a druggie , he was just a very vulnerable young man .""",1
migrant,ph,"Are the poor who live in makeshift structures of light materials now out of harm 's way in areas that have been declared as danger zones ? Reports indicate that no build zones after Sendong are now heavily populated once again . Far from their sources of livelihood , residents of the few relocation sites initially awarded to displaced inhabitants of these danger zones have flocked once again to their former vulnerable community sites . Or if that is not the case , it could be that a new batch of rural migrants has settled into these danger zones .",0
immigrant,nz,"In a New York blizzard , Richard , a professor of Latin American Studies , rear-ends a car driven by Evelyn Ortega , a young undocumented immigrant . Unsure of how to help the terrified woman and unaware of the multiple reasons for her panic , he enlists his colleague Lucia , a Chilean refugee-turned-lecturer who rents his basement flat .",0
migrant,my,""""""" I feel it is necessary to do so because I inadvertently misled the Home Affairs Select Committee over targets for removal of illegal immigrants , """" Rudd said in a letter to Prime Minister Theresa May as cited by Reuters . """" I should have been aware of this , and I take full responsibility for the fact that I was not . """"""",0
in-need,za,"""Cape Town 's next mayor , Dan Plato , has been described in news reports as """" mediocre """" and """" lacklustre """" . Thus someone very much in need of a PR boost to inspire confidence in Capetonians before he takes over on November 1 from the indomitable Patricia de Lille .""",0
